 # CATAID  RA   DEC Z_TONRY nQ  M_r  DistanceToEdge Completeness DistanceTo5nn SurfaceDensity SurfaceDensityErr SurfaceDensityFlag CountInCyl CountInCylErr CountInCylFlag AGEDenPar  AGEErr AGEScale AGEDenParFlag
   5238840  343.182416700000 -34.24754039999999833 0.10646     4 -999.900    5.84157  1.0000   16.030        0.009 -999.9000     2     0.000     0.0     0    0.395    3.000    1.000     0
   5238841  343.697518300000 -34.24207510000000099 0.12758     4 -999.900    7.01552  1.0000   16.005        0.006 -999.9000     2     0.000     0.0     0    0.016    1.414    1.000     0
   5238855  342.976966800000 -34.24319030000000197 0.09061     4 -999.900    5.01927  1.0000   14.046        0.013 -999.9000     2     0.000     0.0     0    0.501    4.899    1.200     0
   5238872  343.465470700000 -34.23401690000000031 0.09549     4 -999.900    5.34777  1.0000    8.051        0.011 -999.9000     2     0.000     0.0     0    2.866    7.810    1.400     0
   5238874  343.290211500000 -34.24150050000000078 0.08038     4 -999.900    4.47327  1.0000   10.047        0.016 -999.9000     2     0.000     0.0     0    0.184    2.449    1.200     0
   5238908  343.781071200000 -34.23178240000000017 0.09910     4 -999.900    5.56114  1.0000    8.757        0.010 -999.9000     2     0.000     0.0     0    1.960    5.568    2.000     0
   5238922  343.785822600000 -34.22677910000000168 0.09920     4 -999.900    5.60285  1.0000    9.616        0.010 -999.9000     2     0.000     0.0     0    1.923    5.477    2.000     0
   5238940  343.191514800000 -34.23160130000000123 0.10701     4 -999.900    5.99530  1.0000   15.419        0.009 -999.9000     2     0.000     0.0     0    0.444    3.000    1.200     0
   5238951  343.724051800000 -34.21945519999999874 0.09809     4 -999.900    5.59417  1.0000    8.163        0.010 -999.9000     2     0.000     0.0     0    1.327    6.403    1.600     0
   5238965  343.324325500000 -34.22708930000000294 0.11552     4 -999.900    6.49690  1.0000    6.584        0.008 -999.9000     2     0.000     0.0     0    1.090    4.899    1.600     0
   5238969  342.970617000000 -34.22035650000000118 0.09532     4 -999.900    5.43371  1.0000    8.160        0.011 -999.9000     2     0.000     0.0     0    6.534    8.832    3.000     0
   5238971  342.933925200000 -34.22465900000000261 0.11763     4 -999.900    6.63293  1.0000    6.464        0.038    0.0036     0     0.000     0.0     0    1.549    7.937    1.400     0
   5238976  343.340334100000 -34.22430039999999707 0.11624     4 -999.900    6.55981  1.0000    6.652        0.007 -999.9000     2     0.000     0.0     0    1.105    5.196    1.200     0
   5238977  343.339864300000 -34.22372969999999981 0.11540     4 -999.900    6.51856  1.0000    6.600        0.007 -999.9000     2     0.000     0.0     0    0.997    4.690    1.600     0
   5239003  343.724934000000 -34.21660659999999865 0.09862     4 -999.900    5.64418  1.0000    8.112        0.010 -999.9000     2     0.000     0.0     0    1.499    5.196    1.400     0
   5239009  343.092399300000 -34.21353549999999899 0.10162     4 -999.900    5.83440  1.0000   13.016        0.009 -999.9000     2     0.000     0.0     0    1.326    4.690    1.800     0
   5239048  342.854867100000 -34.18533579999999716 0.02690     4 -999.900    1.62802  1.0000    4.946        0.120 -999.9000     2     0.000     0.0     0 -999.900 -999.900    2.600     1
   5239053  343.047915600000 -34.20942560000000299 0.09472     4 -999.900    5.47600  1.0000    7.937        0.011 -999.9000     2     0.000     0.0     0    6.093    8.832    2.800     0
   5239069  342.682926000000 -34.20564710000000019 0.13812     4 -999.900    7.93992  1.0000   15.107        0.005 -999.9000     2     0.000     0.0     0    0.450    3.162    1.000     0
   5239070  342.648037500000 -34.17641050000000291 0.02955     3 -999.900    1.80702  1.0000    5.279        0.097 -999.9000     2     0.000     0.0     0 -999.900 -999.900    2.000     1
   5239088  343.387340200000 -34.20233489999999676 0.11571     4 -999.900    6.71566  1.0000    6.588        0.037    0.0019     0     0.000     0.0     0    1.205    5.385    1.600     0
   5239091  343.260614400000 -34.20179540000000173 0.13976     4 -999.900    8.06978  1.0000   21.658        0.005 -999.9000     2     0.000     0.0     0    0.316    3.162    1.000     0
   5239147  342.682532200000 -34.18832909999999714 0.15863     4 -999.900    9.27124  1.0000   23.975        0.004 -999.9000     2     0.000     0.0     0    0.039    1.000    1.000     0
   5239148  342.805199600000 -34.18958159999999680 0.09391     4 -999.900    5.56658  1.0000    8.282        0.010 -999.9000     2     0.000     0.0     0    2.459    8.485    1.600     0
   5239160  342.985799000000 -34.18907630000000353 0.08749     4 -999.900    5.19693  1.0000   13.416        0.012 -999.9000     2     0.000     0.0     0    1.758    6.782    1.400     0
   5239163  343.192882700000 -34.18891729999999995 0.15202     4 -999.900    8.89259  1.0000   12.126        0.004 -999.9000     2     0.000     0.0     0    0.020    1.732    1.000     0
   5239181  343.432802500000 -34.18752169999999779 0.02848     4 -999.900    1.71875  1.0000    5.378        0.108 -999.9000     2     0.000     0.0     0 -999.900 -999.900    3.000     1
   5239231  343.275157800000 -34.18193610000000149 0.10695     4 -999.900    6.37926  1.0000   15.799        0.008 -999.9000     2     0.000     0.0     0    0.449    3.000    1.200     0
   5239242  343.551777800000 -34.17964580000000296 0.06777     4 -999.900    4.09116  1.0000    9.800        0.019 -999.9000     2     0.000     0.0     0    1.516    6.000    1.200     0
   5239244  343.639610900000 -34.17651320000000226 0.09549     4 -999.900    5.74917  1.0000    7.572        0.010 -999.9000     2     0.000     0.0     0    2.112    7.681    1.400     0
   5239317  343.746788200000 -34.16773580000000265 0.11719     4 -999.900    7.09391  1.0000    6.641        0.036    0.0034     0     0.000     0.0     0    0.690    4.583    1.000     0
   5239327  343.212004500000 -34.16476939999999729 0.09648     4 -999.900    5.89019  1.0000    7.635        0.009 -999.9000     2     0.000     0.0     0    3.655    8.426    2.000     0
   5239328  342.987756300000 -34.15676650000000336 0.10140     4 -999.900    6.24230  1.0000   12.791        0.008 -999.9000     2     0.000     0.0     0    0.910    4.243    1.400     0
   5239332  343.428070800000 -34.14719649999999973 0.02741     4 -999.900    1.73628  1.0000    5.124        0.106 -999.9000     2     0.000     0.0     0 -999.900 -999.900    3.000     1
   5239335  343.002560900000 -34.15791699999999764 0.10208     4 -999.900    6.27453  1.0000   15.264        0.008 -999.9000     2     0.000     0.0     0    1.174    4.359    1.600     0
   5239345  342.697122100000 -34.15600560000000030 0.11757     4 -999.900    7.21663  1.0000    5.620        0.050    0.0037     0     0.000     0.0     0    3.199    8.718    2.000     0
   5239346  343.166571700000 -34.16395419999999916 0.09657     4 -999.900    5.90131  1.0000    7.663        0.009 -999.9000     2     0.000     0.0     0    3.550    8.246    2.000     0
   5239349  343.738253200000 -34.16264429999999663 0.09934     4 -999.900    6.07588  1.0000    9.129        0.009 -999.9000     2     0.000     0.0     0    1.906    5.916    2.200     0
   5239354  342.664481900000 -34.15664679999999720 0.09667     4 -999.900    5.95896  1.0000    8.915        0.009 -999.9000     2     0.000     0.0     0    0.800    4.690    1.000     0
   5239402  342.761903300000 -34.14931150000000315 0.11783     4 -999.900    7.28947  1.0000    5.480        0.053    0.0052     0     0.000     0.0     0    3.474    9.274    2.400     0
   5239410  342.755333300000 -34.14402859999999862 0.11798     4 -999.900    7.34380  1.0000    5.441        0.054    0.0053     0     0.000     0.0     0    3.452    9.000    2.200     0
   5239411  343.649537200000 -34.13685910000000234 0.11671     4 -999.900    7.32781  1.0000    6.189        0.042    0.0035     0     0.000     0.0     0    1.005    5.292    1.200     0
   5239438  343.200821200000 -34.14304719999999804 0.16298     4 -999.900   10.04582  1.0000    9.059        0.019    0.0018     0     0.000     0.0     0 -999.900 -999.900    1.000     2
   5239450  343.644595900000 -34.13952869999999962 0.11671     4 -999.900    7.30515  1.0000    6.205        0.041    0.0035     0     0.000     0.0     0    1.005    5.292    1.200     0
   5239451  343.650150700000 -34.13947830000000039 0.02866     3 -999.900    1.83160  1.0000    5.486        0.095 -999.9000     2     0.000     0.0     0 -999.900 -999.900    3.000     1
   5239457  343.367383600000 -34.13804840000000240 0.09536     4 -999.900    6.00970  1.0000    7.344        0.009 -999.9000     2     0.000     0.0     0    4.734    8.660    2.400     0
   5239498  343.279472600000 -34.11602959999999740 0.10487     4 -999.900    6.76256  1.0000   17.784        0.007 -999.9000     2     0.000     0.0     0    0.197    2.449    1.000     0
   5239525  343.059221200000 -34.12597350000000063 0.09506     4 -999.900    6.07519  1.0000    7.384        0.009 -999.9000     2     0.000     0.0     0    6.480    8.775    3.000     0
   5239528  342.729415600000 -34.12203840000000099 0.12357     4 -999.900    7.87841  1.0000   13.651        0.005 -999.9000     2     0.000     0.0     0    0.927    3.606    1.400     0
   5239575  342.651371900000 -34.10099859999999694 0.03724     4 -999.900    2.48162  1.0000    5.489        0.052 -999.9000     2     0.000     0.0     0    0.057    2.449    1.000     0
   5239595  343.138516500000 -34.10910899999999657 0.09351     4 -999.900    6.09375  1.0000    8.791        0.009 -999.9000     2     0.000     0.0     0    0.489    4.472    1.000     0
   5239597  343.786209800000 -34.10816810000000032 0.09912     4 -999.900    6.45712  1.0000    7.927        0.008 -999.9000     2     0.000     0.0     0    1.640    5.000    1.600     0
   5239628  343.108430000000 -34.10456669999999946 0.09624     4 -999.900    6.29937  1.0000    7.272        0.008 -999.9000     2     0.000     0.0     0    4.988    8.544    2.400     0
   5239637  343.116514200000 -34.07718380000000025 0.09539     4 -999.900    6.43600  1.0000    7.013        0.008 -999.9000     2     0.000     0.0     0    6.339    8.775    3.000     0
   5239648  343.514867300000 -34.05948980000000148 0.02827     3 -999.900    1.97463  1.0000    5.313        0.082 -999.9000     2     0.000     0.0     0 -999.900 -999.900    3.000     1
   5239667  343.145354600000 -34.09652200000000022 0.09722     4 -999.900    6.41912  1.0000    7.254        0.008 -999.9000     2     0.000     0.0     0    1.362    6.245    1.400     0
   5239679  343.126191900000 -34.09424889999999664 0.09629     4 -999.900    6.37518  1.0000    7.187        0.008 -999.9000     2     0.000     0.0     0    4.862    8.544    2.400     0
   5239680  343.269392700000 -34.09265229999999747 0.09513     3 -999.900    6.31127  1.0000    7.010        0.008 -999.9000     2     0.000     0.0     0    5.705    8.832    3.000     0
   5239684  342.858411600000 -34.09137869999999992 0.11810     4 -999.900    7.80314  1.0000    5.226        0.058    0.0055     0     0.000     0.0     0    2.560    8.544    1.800     0
   5239705  342.725478600000 -34.08710030000000302 0.15949     4 -999.900   10.48168  1.0000   19.161        0.003 -999.9000     2     0.000     0.0     0    0.054    1.732    1.000     0
   5239710  343.147178500000 -34.08289919999999995 0.09819     4 -999.900    6.57933  1.0000    7.226        0.007 -999.9000     2     0.000     0.0     0    0.280    3.742    1.000     0
   5239735  343.132315700000 -34.08233200000000096 0.09481     4 -999.900    6.36209  1.0000    6.992        0.008 -999.9000     2     0.000     0.0     0    5.988    8.602    3.000     0
   5239738  343.254569300000 -34.08106190000000169 0.09467     4 -999.900    6.36170  1.0000    6.901        0.008 -999.9000     2     0.000     0.0     0    4.950    8.426    2.600     0
   5239744  343.104567700000 -34.08025990000000149 0.09583     4 -999.900    6.44344  1.0000    7.078        0.008 -999.9000     2     0.000     0.0     0    5.279    8.367    2.200     0
   5239762  343.005725800000 -34.07766380000000339 0.09477     4 -999.900    6.39183  1.0000    7.106        0.008 -999.9000     2     0.000     0.0     0    5.621    8.660    2.600     0
   5239763  343.746911800000 -34.07660070000000019 0.14959     4 -999.900    9.96807  1.0000   16.204        0.003 -999.9000     2     0.000     0.0     0    0.024    1.732    1.000     0
   5239775  343.444021200000 -34.07420450000000045 0.13976     4 -999.900    9.35956  1.0000   19.654        0.004 -999.9000     2     0.000     0.0     0    0.559    3.000    1.200     0
   5239776  343.420530100000 -34.07545910000000333 0.13926     4 -999.900    9.31461  1.0000   19.741        0.004 -999.9000     2     0.000     0.0     0    0.510    3.000    1.000     0
   5239795  343.150525100000 -34.07137999999999778 0.09441     4 -999.900    6.41148  1.0000    7.365        0.008 -999.9000     2     0.000     0.0     0    4.393    8.307    2.200     0
   5239809  343.105687300000 -34.06983000000000317 0.09523     4 -999.900    6.47666  1.0000    6.962        0.008 -999.9000     2     0.000     0.0     0    6.290    8.718    3.000     0
   5239813  343.482695600000 -34.03059739999999778 0.02801     4 -999.900    2.01666  1.0000    5.186        0.078 -999.9000     2     0.000     0.0     0   15.273   12.806    3.000     0
   5239836  343.091993800000 -34.06372960000000205 0.09541     4 -999.900    6.53116  1.0000    6.947        0.007 -999.9000     2     0.000     0.0     0    6.292    8.718    3.000     0
   5239840  343.376152500000 -34.06289220000000029 0.08150     4 -999.900    5.60255  1.0000   12.221        0.010 -999.9000     2     0.000     0.0     0    0.120    2.449    1.000     0
   5239841  342.773653200000 -34.06030830000000265 0.13740     4 -999.900    9.34519  1.0000   13.404        0.004 -999.9000     2     0.000     0.0     0    0.640    3.162    1.400     0
   5239875  343.135122000000 -34.05575230000000175 0.09699     4 -999.900    6.69326  1.0000    6.960        0.007 -999.9000     2     0.000     0.0     0    1.995    7.416    1.600     0
   5239882  343.200269100000 -34.05640530000000155 0.09616     4 -999.900    6.63274  1.0000    6.858        0.007 -999.9000     2     0.000     0.0     0    4.561    8.544    2.200     0
   5239904  342.788608200000 -34.04702759999999984 0.06751     4 -999.900    4.73455  1.0000    8.638        0.014 -999.9000     2     0.000     0.0     0    3.446    8.426    2.000     0
   5239926  342.942354800000 -34.04099200000000280 0.03007     4 -999.900    2.14083  1.0000    5.095        0.069 -999.9000     2     0.000     0.0     0    2.069    8.062    1.400     0
   5239940  343.078455500000 -34.03847520000000060 0.09609     4 -999.900    6.75397  1.0000    6.837        0.007 -999.9000     2     0.000     0.0     0    4.389    8.185    2.000     0
   5239947  343.019090100000 -34.04169350000000094 0.09417     4 -999.900    6.60000  1.0000    8.951        0.007 -999.9000     2     0.000     0.0     0    2.417    7.416    1.400     0
   5239949  342.897350500000 -34.02822220000000186 0.06776     4 -999.900    4.84623  1.0000    8.514        0.014 -999.9000     2     0.000     0.0     0    2.999    8.246    2.000     0
   5239974  343.106108600000 -34.03169220000000195 0.12353     4 -999.900    8.68694  1.0000   12.503        0.004 -999.9000     2     0.000     0.0     0    0.843    3.606    1.600     0
   5239989  342.700227800000 -34.03079420000000255 0.13744     4 -999.900    9.64139  1.0000   13.436        0.003 -999.9000     2     0.000     0.0     0    0.633    3.162    1.400     0
   5240001  343.792198700000 -34.02457919999999802 0.09816     4 -999.900    6.99550  1.0000    7.310        0.007 -999.9000     2     0.000     0.0     0    1.160    5.831    1.400     0
   5240003  343.164377100000 -34.02215790000000339 0.09498     4 -999.900    6.79107  1.0000    6.564        0.037    0.0019     0     0.000     0.0     0    5.726    8.544    3.000     0
   5240014  343.141620200000 -34.02723340000000007 0.09530     4 -999.900    6.77806  1.0000    6.640        0.036    0.0021     0     0.000     0.0     0    5.845    8.602    2.800     0
   5240031  343.760519500000 -34.02189210000000230 0.02780     4 -999.900    2.01940  1.0000    5.013        0.078 -999.9000     2     0.000     0.0     0   15.323   12.649    3.000     0
   5240034  343.352142800000 -34.02186580000000049 0.09479     4 -999.900    6.77981  1.0000    6.493        0.038    0.0009     0     0.000     0.0     0    3.762    8.246    2.000     0
   5240080  343.052244200000 -34.01367659999999660 0.17550     4 -999.900   12.41272  1.0000   13.381        0.002 -999.9000     2     0.000     0.0     0    0.267    3.162    1.200     0
   5240107  342.722074200000 -34.00831180000000131 0.11746     4 -999.900    8.47163  1.0000    4.356        0.084    0.0063     0     0.000     0.0     0    2.963    8.367    1.800     0
   5240116  343.254432100000 -34.00746010000000297 0.08659     4 -999.900    6.29658  1.0000   13.218        0.008 -999.9000     2     0.000     0.0     0    1.400    5.568    1.600     0
   5240126  343.255133700000 -34.00575049999999777 0.08696     4 -999.900    6.33380  1.0000   12.889        0.008 -999.9000     2     0.000     0.0     0    1.608    5.385    1.600     0
   5240142  343.753111900000 -34.00191569999999786 0.09833     4 -999.900    7.17082  1.0000    6.562        0.037    0.0024     0     0.000     0.0     0    1.337    6.083    1.600     0
   5240149  342.687877800000 -34.00044239999999718 0.08734     4 -999.900    6.39491  1.0000   12.895        0.008 -999.9000     2     0.000     0.0     0    1.033    6.245    1.000     0
   5240152  343.060485600000 -34.00156869999999998 0.17593     4 -999.900   12.59451  1.0000   12.300        0.011    0.0009     0     0.000     0.0     0    0.289    3.464    1.200     0
   5240160  342.909274600000 -33.95234279999999671 0.02952     4 -999.900    2.29622  1.0000    4.890        0.060 -999.9000     2     0.000     0.0     0    8.200   12.961    2.600     0
   5240199  343.435394500000 -33.99248790000000042 0.08673     4 -999.900    6.40165  1.0000   12.298        0.008 -999.9000     2     0.000     0.0     0    1.193    5.477    1.400     0
   5240211  343.319205000000 -33.98945020000000028 0.08747     4 -999.900    6.47456  1.0000   12.198        0.008 -999.9000     2     0.000     0.0     0    1.294    5.196    1.400     0
   5240216  342.873449800000 -33.98799050000000221 0.11769     4 -999.900    8.66162  1.0000    4.521        0.078    0.0068     0     0.000     0.0     0    2.819    9.055    2.200     0
   5240232  343.055780700000 -33.98101909999999748 0.09710     4 -999.900    7.23091  1.0000    6.539        0.037    0.0034     0     0.000     0.0     0    1.381    5.916    1.400     0
   5240234  343.773495200000 -33.98615149999999829 0.06571     4 -999.900    4.90543  1.0000    8.414        0.013 -999.9000     2     0.000     0.0     0    0.114    3.742    1.000     0
   5240238  343.148899900000 -33.98615550000000241 0.12341     4 -999.900    9.08683  1.0000   12.082        0.004 -999.9000     2     0.000     0.0     0    0.810    3.606    1.600     0
   5240246  342.665365500000 -33.98405400000000043 0.10457     4 -999.900    7.75047  1.0000   14.155        0.005 -999.9000     2     0.000     0.0     0    0.082    2.449    1.000     0
   5240265  342.856457700000 -33.98102529999999888 0.11780     4 -999.900    8.72914  1.0000    4.403        0.082    0.0073     0     0.000     0.0     0    2.931    8.944    2.200     0
   5240280  343.601366100000 -33.97813639999999680 0.09585     4 -999.900    7.16017  1.0000    6.472        0.038    0.0025     0     0.000     0.0     0    1.900    7.416    1.200     0
   5240336  342.838008300000 -33.97045279999999678 0.08826     4 -999.900    6.65459  1.0000   12.111        0.007 -999.9000     2     0.000     0.0     0    0.785    6.325    1.200     0
   5240337  343.705072000000 -33.96971760000000273 0.15634     4 -999.900   11.60471  1.0000   10.320        0.015    0.0072     0     0.000     0.0     0 -999.900 -999.900    1.000     2
   5240361  343.040606800000 -33.96315059999999875 0.09501     4 -999.900    7.20305  1.0000    6.303        0.040    0.0040     0     0.000     0.0     0    5.175    8.185    2.800     0
   5240365  343.734230300000 -33.96622690000000233 0.09596     4 -999.900    7.25170  1.0000    6.643        0.036    0.0012     0     0.000     0.0     0    1.788    7.280    1.400     0
   5240377  342.618021600000 -33.95613500000000329 0.11810     4 -999.900    8.96447  1.0000    4.266        0.087    0.0029     0     0.000     0.0     0    3.450    8.307    1.600     0
   5240394  343.249286000000 -33.96371969999999862 0.15973     4 -999.900   11.91527  1.0000   21.474        0.002 -999.9000     2     0.000     0.0     0    0.020    1.414    1.000     0
   5240397  342.925284800000 -33.96302990000000221 0.09655     3 -999.900    7.31788  1.0000    6.859        0.034    0.0023     0     0.000     0.0     0    1.903    7.000    1.400     0
   5240402  343.326123900000 -33.93317789999999690 0.02717     4 -999.900    2.15361  1.0000    5.257        0.069 -999.9000     2     0.000     0.0     0   12.590   12.490    3.000     0
   5240404  343.224075400000 -33.96250359999999802 0.08618     4 -999.900    6.55124  1.0000   13.235        0.007 -999.9000     2     0.000     0.0     0    0.651    4.899    1.200     0
   5240424  343.516438400000 -33.95734970000000175 0.13975     4 -999.900   10.54006  1.0000   18.420        0.003 -999.9000     2     0.000     0.0     0    0.602    2.646    1.200     0
   5240442  343.072485000000 -33.95458260000000195 0.15326     4 -999.900   11.55218  1.0000   10.652        0.014    0.0013     0     0.000     0.0     0    0.007    1.414    1.000     0
   5240475  343.327190400000 -33.94398739999999748 0.08750     4 -999.900    6.76881  1.0000   12.086        0.007 -999.9000     2     0.000     0.0     0    1.204    4.796    1.400     0
   5240494  343.169983200000 -33.94220289999999807 0.06804     4 -999.900    5.29651  1.0000    8.405        0.011 -999.9000     2     0.000     0.0     0    1.716    7.280    1.600     0
   5240511  343.528268100000 -33.93745559999999983 0.14816     4 -999.900   11.36441  1.0000   20.291        0.002 -999.9000     2     0.000     0.0     0    0.044    1.414    1.000     0
   5240520  343.701137600000 -33.93510299999999802 0.16384     4 -999.900   12.54708  1.0000   10.066        0.016    0.0012     0     0.000     0.0     0    0.031    1.000    1.000     0
   5240523  343.697717900000 -33.92810169999999914 0.02795     4 -999.900    2.22540  1.0000    4.960        0.064 -999.9000     2     0.000     0.0     0   15.395   12.689    3.000     0
   5240547  343.420543300000 -33.93061490000000191 0.05964     4 -999.900    4.70251  1.0000   10.571        0.014 -999.9000     2     0.000     0.0     0    1.224    7.211    1.200     0
   5240591  342.996163100000 -33.92182979999999759 0.08803     4 -999.900    6.95180  1.0000   12.407        0.007 -999.9000     2     0.000     0.0     0    0.790    5.196    1.200     0
   5240643  343.303430400000 -33.91092859999999831 0.08723     4 -999.900    6.95960  1.0000   12.364        0.007 -999.9000     2     0.000     0.0     0    1.432    5.385    1.600     0
   5240678  342.865491500000 -33.90458559999999721 0.13752     4 -999.900   10.90283  1.0000   11.690        0.003 -999.9000     2     0.000     0.0     0    0.584    3.162    1.600     0
   5240681  343.745873300000 -33.88988410000000329 0.02817     4 -999.900    2.32296  1.0000    4.884        0.059 -999.9000     2     0.000     0.0     0   15.418   12.767    3.000     0
   5240699  343.799204300000 -33.89406770000000080 0.02982     4 -999.900    2.44830  1.0000    5.111        0.053 -999.9000     2     0.000     0.0     0    7.237   12.166    2.400     0
   5240706  343.649662300000 -33.89759200000000305 0.17627     4 -999.900   13.93158  1.0000   10.701        0.014    0.0019     0     0.000     0.0     0    0.428    3.000    1.400     0
   5240718  343.699110200000 -33.89058169999999848 0.02922     4 -999.900    2.40695  1.0000    5.120        0.055 -999.9000     2     0.000     0.0     0   11.898   12.689    2.800     0
   5240720  342.695404800000 -33.89103920000000159 0.12337     4 -999.900    9.93616  1.0000   11.690        0.003 -999.9000     2     0.000     0.0     0    0.881    3.606    1.400     0
   5240729  343.658186900000 -33.89389870000000116 0.17486     4 -999.900   13.87136  1.0000   15.613        0.002 -999.9000     2     0.000     0.0     0    0.099    2.449    1.000     0
   5240737  343.699974900000 -33.89148250000000218 0.02955     4 -999.900    2.43179  1.0000    5.177        0.054 -999.9000     2     0.000     0.0     0    8.696   12.207    2.400     0
   5240747  342.697285000000 -33.88908419999999921 0.12375     4 -999.900    9.98339  1.0000   11.345        0.003 -999.9000     2     0.000     0.0     0    0.777    3.606    1.200     0
   5240782  343.649485800000 -33.88495410000000163 0.17641     4 -999.900   14.10197  1.0000   10.615        0.014    0.0021     0     0.000     0.0     0    0.402    3.000    1.400     0
   5240826  343.641250400000 -33.87495320000000021 0.17597     4 -999.900   14.19452  1.0000   10.446        0.015    0.0022     0     0.000     0.0     0    0.453    3.317    1.400     0
   5240831  343.330869900000 -33.87473649999999736 0.16736     4 -999.900   13.53118  1.0000    7.010        0.032    0.0028     0     0.000     0.0     0    0.004    1.000    1.000     0
   5240870  342.897693800000 -33.86561149999999998 0.06752     4 -999.900    5.63727  1.0000    8.104        0.010 -999.9000     2     0.000     0.0     0    2.651    8.000    1.800     0
   5240875  343.139755500000 -33.86834290000000180 0.12358     4 -999.900   10.15615  1.0000   11.040        0.003 -999.9000     2     0.000     0.0     0    0.805    3.317    1.600     0
   5240895  343.105979300000 -33.86067930000000104 0.02947     4 -999.900    2.49307  1.0000    4.677        0.051 -999.9000     2     0.000     0.0     0    9.420   12.845    2.800     0
   5240899  342.781806900000 -33.86353489999999766 0.17587     4 -999.900   14.33090  1.0000   12.714        0.010    0.0000     0     0.000     0.0     0    0.203    2.828    1.000     0
   5240914  342.841775400000 -33.86139450000000295 0.11702     4 -999.900    9.69110  1.0000    3.560        0.126    0.0070     0     0.000     0.0     0    2.064    7.000    1.600     0
   5240929  343.087613200000 -33.85768529999999998 0.12337     4 -999.900   10.23492  1.0000   10.931        0.003 -999.9000     2     0.000     0.0     0    0.873    3.317    1.600     0
   5240935  343.521065900000 -33.85647110000000026 0.13915     4 -999.900   11.51180  1.0000   17.674        0.002 -999.9000     2     0.000     0.0     0    0.787    3.317    1.600     0
   5240936  343.683952900000 -33.85333550000000002 0.02783     4 -999.900    2.37035  1.0000    4.838        0.057 -999.9000     2     0.000     0.0     0   15.065   12.767    3.000     0
   5240983  343.574472900000 -33.83237629999999996 0.02663     4 -999.900    2.31027  1.0000    4.879        0.060 -999.9000     2     0.000     0.0     0    7.388   11.576    2.200     0
   5240984  343.712189100000 -33.84267530000000335 0.02892     4 -999.900    2.48531  1.0000    4.975        0.052 -999.9000     2     0.000     0.0     0   12.615   12.806    2.600     0
   5240995  343.252621400000 -33.84738980000000197 0.10769     4 -999.900    9.04898  1.0000   15.613        0.004 -999.9000     2     0.000     0.0     0    0.056    2.000    1.000     0
   5241001  343.719907700000 -33.84293679999999682 0.02754     4 -999.900    2.36733  1.0000    4.732        0.057 -999.9000     2     0.000     0.0     0   14.410   12.530    3.000     0
   5241016  342.920052100000 -33.83594690000000327 0.13793     4 -999.900   11.61926  1.0000   10.908        0.013    0.0025     0     0.000     0.0     0    0.386    3.000    1.200     0
   5241033  342.645816100000 -33.83965849999999875 0.11778     4 -999.900    9.93838  1.0000    3.304        0.146    0.0135     0     0.000     0.0     0    2.877    8.062    1.600     0
   5241095  343.580427700000 -33.82933539999999795 0.02671     4 -999.900    2.32343  1.0000    4.900        0.059 -999.9000     2     0.000     0.0     0    9.355   12.124    2.600     0
   5241125  343.735955400000 -33.81387610000000166 0.02809     4 -999.900    2.47461  1.0000    4.761        0.052 -999.9000     2     0.000     0.0     0   15.203   12.728    3.000     0
   5241139  343.101876800000 -33.81908250000000038 0.10138     4 -999.900    8.74081  1.0000   10.203        0.004 -999.9000     2     0.000     0.0     0    0.280    2.449    1.000     0
   5241158  343.605108700000 -33.81576189999999826 0.13916     4 -999.900   11.92321  1.0000   16.870        0.002 -999.9000     2     0.000     0.0     0    0.755    3.000    1.600     0
   5241164  342.764431200000 -33.81335969999999946 0.11665     4 -999.900   10.06889  1.0000    3.682        0.117    0.0185     0     0.000     0.0     0    1.839    7.071    1.800     0
   5241260  343.716323700000 -33.79592590000000030 0.03131     4 -999.900    2.79830  1.0000    4.019        0.041 -999.9000     2     0.000     0.0     0    0.455    3.606    1.000     0
   5241274  343.604894300000 -33.79363289999999864 0.15262     4 -999.900   13.27689  1.0000    6.722        0.035    0.0002     0     0.000     0.0     0    0.643    3.606    1.200     0
   5241298  343.776099600000 -33.78049370000000096 0.02553     4 -999.900    2.31346  1.0000    4.926        0.059 -999.9000     2     0.000     0.0     0    0.401    3.606    1.200     0
   5241355  343.506810100000 -33.73578129999999931 0.02689     4 -999.900    2.52527  1.0000    4.742        0.050 -999.9000     2     0.000     0.0     0   11.128   12.410    3.000     0
   5241370  343.575459900000 -33.77694809999999848 0.15193     4 -999.900   13.40195  1.0000    6.595        0.037    0.0002     0     0.000     0.0     0    0.165    2.828    1.000     0
   5241474  343.780263100000 -33.74330650000000276 0.15270     4 -999.900   13.83764  1.0000    5.931        0.045    0.0049     0     0.000     0.0     0    1.267    4.123    1.800     0
   5241487  342.698311100000 -33.75720210000000066 0.12335     4 -999.900   11.13339  1.0000   10.536        0.014    0.0010     0     0.000     0.0     0    0.647    3.317    1.200     0
   5241490  343.259244900000 -33.75798590000000132 0.10567     4 -999.900    9.57265  1.0000   16.628        0.003 -999.9000     2     0.000     0.0     0    0.226    2.828    1.200     0
   5241493  342.859958500000 -33.75563230000000203 0.06802     4 -999.900    6.22868  1.0000    7.315        0.008 -999.9000     2     0.000     0.0     0    1.724    6.928    1.400     0
   5241522  343.781370200000 -33.74278449999999907 0.15289     4 -999.900   13.85995  1.0000    5.932        0.045    0.0050     0     0.000     0.0     0    1.340    4.243    2.000     0
