 # CATAID  RA   DEC Z_TONRY nQ  M_r  DistanceToEdge Completeness DistanceTo5nn SurfaceDensity SurfaceDensityErr SurfaceDensityFlag CountInCyl CountInCylErr CountInCylFlag AGEDenPar  AGEErr AGEScale AGEDenParFlag
   5181012  338.531101300000 -32.27084320000000162 0.11707     4 -999.900    3.37608  1.0000   14.470        0.028 -999.9000     2     0.000     0.0     0    1.350    5.657    1.400     0
   5181027  339.076102400000 -32.26585169999999891 0.15486     4 -999.900    0.71820  1.0000    8.454        0.617 -999.9000     2     0.000     0.0     1 -999.900 -999.900    1.000     1
   5181057  339.036989900000 -32.27013010000000293 0.15400     4 -999.900    0.34720  1.0000    8.767        2.640 -999.9000     2     0.000     0.0     1 -999.900 -999.900    1.200     1
   5181079  339.246028500000 -32.22256110000000007 0.02626     4 -999.900    0.40613  1.0000    5.502        1.930 -999.9000     2     1.000     1.0     1 -999.900 -999.900    1.400     1
   5181115  338.728298700000 -32.25872710000000154 0.15416     4 -999.900    2.55319  1.0000   11.492        0.049 -999.9000     2     0.000     0.0     0    0.768    4.000    1.400     0
   5181137  338.642264200000 -32.25183200000000028 0.15448     4 -999.900    3.36863  1.0000   12.279        0.028 -999.9000     2     0.000     0.0     0    0.635    4.000    1.200     0
   5181164  338.336630300000 -32.24148619999999710 0.15546     4 -999.900    6.28548  1.0000   15.158        0.008 -999.9000     2     0.000     0.0     0    0.396    3.742    1.200     0
   5181288  339.117123000000 -32.21750029999999754 0.11632     4 -999.900    0.83852  1.0000   11.036        0.453 -999.9000     2     0.000     0.0     1 -999.900 -999.900    1.200     1
   5181385  339.360106400000 -32.19340679999999821 0.08299     4 -999.900    1.85456  1.0000   15.679        0.093 -999.9000     2     0.000     0.0     0 -999.900 -999.900    1.000     1
   5181458  339.339191900000 -32.18568590000000285 0.17554     4 -999.900    3.61347  1.0000    4.806        0.024 -999.9000     2     0.000     0.0     0    0.023    2.000    1.000     0
   5181486  338.768583000000 -32.18092719999999929 0.11654     4 -999.900    1.66050  1.0000   12.604        0.115 -999.9000     2     0.000     0.0     0 -999.900 -999.900    2.000     1
   5181671  338.797145400000 -32.14565640000000002 0.11677     4 -999.900    1.45890  1.0000   12.278        0.150 -999.9000     2     0.000     0.0     0 -999.900 -999.900    1.800     1
   5181680  338.744404700000 -32.13590729999999951 0.11682     4 -999.900    1.83916  1.0000   12.525        0.094 -999.9000     2     0.000     0.0     0 -999.900 -999.900    1.800     1
   5181758  339.298045800000 -32.12431469999999933 0.05558     4 -999.900    1.03532  1.0000    5.236        0.297 -999.9000     2     0.000     0.0     0 -999.900 -999.900    1.000     1
   5181766  339.035251800000 -32.12190689999999904 0.15672     4 -999.900    0.33707  1.0000    8.466        2.802 -999.9000     2     0.000     0.0     1 -999.900 -999.900    1.000     1
   5181792  338.252873900000 -32.11408610000000152 0.11650     4 -999.900    5.36307  1.0000   15.324        0.011 -999.9000     2     0.000     0.0     0    0.472    4.583    1.000     0
   5181839  338.286995000000 -32.09502690000000058 0.16674     4 -999.900    7.23787  1.0000   19.191        0.006 -999.9000     2     0.000     0.0     0 -999.900 -999.900    1.000     2
   5181857  339.363100200000 -32.09450809999999876 0.17980     4 -999.900    3.96171  1.0000    3.737        0.114    0.0029     0     0.000     0.0     0    0.833    3.162    1.600     0
   5181935  338.640190500000 -32.06713890000000333 0.15409     4 -999.900    3.38694  1.0000   11.940        0.028 -999.9000     2     0.000     0.0     0    0.443    3.464    1.000     0
   5182040  338.617037800000 -32.06034410000000179 0.15316     4 -999.900    3.58400  1.0000   12.050        0.025 -999.9000     2     0.000     0.0     0    0.430    3.162    1.200     0
   5182042  338.651476100000 -32.06303520000000162 0.15282     4 -999.900    3.25464  1.0000   11.736        0.030 -999.9000     2     0.000     0.0     0    0.284    3.000    1.200     0
   5182081  339.397239800000 -32.04313669999999803 0.11543     4 -999.900    2.82813  1.0000    5.879        0.040 -999.9000     2     1.000     1.0     0    0.584    4.690    1.200     0
   5182086  338.405316100000 -32.05202940000000211 0.15355     4 -999.900    5.57958  1.0000   13.645        0.010 -999.9000     2     0.000     0.0     0    0.312    3.000    1.000     0
   5182098  339.147672200000 -32.04830609999999780 0.08010     4 -999.900    0.73572  1.0000    8.756        0.588 -999.9000     2     0.000     0.0     1 -999.900 -999.900    1.000     1
   5182133  339.393099000000 -32.04267070000000217 0.17931     4 -999.900    4.28027  1.0000    2.985        0.179    0.0011     0     0.000     0.0     0    0.786    3.162    1.400     0
   5182140  339.396180000000 -32.04061219999999821 0.17935     4 -999.900    4.31483  1.0000    2.948        0.183    0.0007     0     0.000     0.0     0    0.845    3.317    1.600     0
   5182150  339.396505700000 -32.04222469999999845 0.11528     4 -999.900    2.81937  1.0000    5.881        0.040 -999.9000     2     1.000     1.0     0    0.514    4.359    1.200     0
   5182286  339.027527900000 -32.01255030000000090 0.11748     4 -999.900    0.19943  1.0000    8.096        8.003 -999.9000     2     0.000     0.0     1 -999.900 -999.900    1.000     1
   5182298  338.789331500000 -32.00879619999999903 0.11674     4 -999.900    1.51696  1.0000   11.610        0.138 -999.9000     2     0.000     0.0     0 -999.900 -999.900    2.000     1
   5182372  338.792387000000 -31.99579239999999913 0.11644     4 -999.900    1.49144  1.0000   11.500        0.143 -999.9000     2     0.000     0.0     0 -999.900 -999.900    1.800     1
   5182388  339.406261100000 -31.99198360000000108 0.17745     4 -999.900    4.38216  1.0000    2.399        0.277    0.0204     0     0.000     0.0     0    0.328    2.646    1.000     0
   5182431  339.150310900000 -31.98444230000000132 0.13898     4 -999.900    1.28195  1.0000   12.879        0.194 -999.9000     2     0.000     0.0     0 -999.900 -999.900    1.000     1
   5182633  339.220121000000 -31.89960840000000175 0.03695     4 -999.900    0.51183  1.0000    8.701        1.215 -999.9000     2     0.000     0.0     1 -999.900 -999.900    1.200     1
   5182895  339.259379900000 -31.89089690000000132 0.03740     3 -999.900    0.61045  1.0000    8.736        0.854 -999.9000     2     0.000     0.0     1 -999.900 -999.900    1.400     1
   5183015  339.226611400000 -31.86450620000000100 0.10913     4 -999.900    1.53063  1.0000    8.851        0.136 -999.9000     2     0.000     0.0     0 -999.900 -999.900    1.000     1
   5183019  339.315625900000 -31.85806360000000126 0.12110     4 -999.900    2.35904  1.0000    6.527        0.057 -999.9000     2     0.000     0.0     0    0.197    1.732    1.200     0
   5183071  338.976013400000 -31.84838889999999978 0.12887     4 -999.900    0.19045  1.0000   15.515        8.776 -999.9000     2     0.000     0.0     1 -999.900 -999.900    1.000     1
   5183141  338.361535800000 -31.84431590000000156 0.11879     4 -999.900    4.68407  1.0000   13.065        0.015 -999.9000     2     0.000     0.0     0    0.359    3.606    1.400     0
   5183197  338.816256300000 -31.83038519999999849 0.11706     3 -999.900    1.32915  1.0000   10.664        0.180 -999.9000     2     0.000     0.0     0 -999.900 -999.900    1.200     1
   5183209  338.483738900000 -31.82762659999999855 0.09766     4 -999.900    3.13014  1.0000   19.486        0.032 -999.9000     2     0.000     0.0     0 -999.900 -999.900    1.000     2
   5183238  339.215456200000 -31.82152839999999827 0.12149     4 -999.900    1.61602  1.0000    6.742        0.122 -999.9000     2     0.000     0.0     0 -999.900 -999.900    1.200     1
   5183345  338.235980600000 -31.78978210000000004 0.11842     4 -999.900    5.59154  1.0000   13.294        0.010 -999.9000     2     0.000     0.0     0    0.471    3.162    1.400     0
   5183387  338.833892900000 -31.78014890000000037 0.06753     4 -999.900    0.70179  1.0000   13.092        0.646 -999.9000     2     0.000     0.0     1 -999.900 -999.900    1.000     1
   5183391  338.256671300000 -31.76321499999999887 0.11837     4 -999.900    5.43943  1.0000   13.269        0.011 -999.9000     2     0.000     0.0     0    0.494    3.162    1.400     0
   5183423  339.103661300000 -31.77863650000000106 0.17865     4 -999.900    1.12796  1.0000    5.271        0.250 -999.9000     2     0.000     0.0     0 -999.900 -999.900    1.000     1
   5183466  339.022362600000 -31.76919129999999925 0.05645     4 -999.900    0.07919  1.0000    6.681       50.755 -999.9000     2     0.000     0.0     1 -999.900 -999.900    1.200     1
   5183468  338.298210400000 -31.76754409999999851 0.15622     4 -999.900    6.71548  1.0000   14.768        0.007 -999.9000     2     0.000     0.0     0 -999.900 -999.900    1.000     2
   5183614  338.288078100000 -31.72737199999999902 0.05629     4 -999.900    2.51530  1.0000    9.165        0.050 -999.9000     2     0.000     0.0     0    2.317    7.071    1.600     0
   5183672  339.254950400000 -31.71728249999999960 0.05926     4 -999.900    0.94765  1.0000    7.682        0.354 -999.9000     2     0.000     0.0     1 -999.900 -999.900    1.000     1
   5183723  338.552450100000 -31.69495459999999909 0.11717     4 -999.900    3.24539  1.0000   12.452        0.030 -999.9000     2     0.000     0.0     0    0.801    4.690    1.200     0
   5183757  338.561784900000 -31.68620179999999920 0.11756     4 -999.900    3.18826  1.0000   11.890        0.031 -999.9000     2     0.000     0.0     0    0.633    4.583    1.200     0
   5183776  338.322751600000 -31.67961599999999933 0.05398     4 -999.900    2.29709  1.0000    8.741        0.060 -999.9000     2     0.000     0.0     0    0.283    3.873    1.000     0
   5184139  338.950304500000 -31.70051360000000074 0.02605     4 -999.900    0.08184  1.0000    6.324       47.520 -999.9000     2     0.000     0.0     1 -999.900 -999.900    1.200     1
   5184219  339.397262200000 -31.70224139999999835 0.11323     4 -999.900    2.78607  1.0000    7.774        0.041 -999.9000     2     0.000     0.0     0    0.390    1.732    1.400     0
   5184248  339.404167600000 -31.69437560000000076 0.11320     4 -999.900    2.83400  1.0000    7.703        0.040 -999.9000     2     0.000     0.0     0    0.393    1.732    1.400     0
   5184293  339.331925500000 -31.67793190000000081 0.03762     4 -999.900    0.78748  1.0000    8.936        0.513 -999.9000     2     0.000     0.0     1 -999.900 -999.900    1.200     1
   5184315  339.261493100000 -31.67415580000000119 0.13838     4 -999.900    2.22844  1.0000   12.766        0.064 -999.9000     2     0.000     0.0     0    0.177    1.732    1.200     0
   5184343  339.401121600000 -31.64734329999999929 0.10948     4 -999.900    2.72409  1.0000    7.395        0.043 -999.9000     2     0.000     0.0     0    0.471    3.162    1.200     0
   5184391  339.512689400000 -31.64266119999999916 0.15344     4 -999.900    4.82834  1.0000    5.244        0.014 -999.9000     2     0.000     0.0     0    0.413    4.000    1.200     0
   5184430  339.312356800000 -31.62497109999999978 0.11307     4 -999.900    2.18960  1.0000    8.358        0.066 -999.9000     2     0.000     0.0     0    0.365    1.732    1.400     0
   5184458  339.548456200000 -31.61999840000000006 0.17422     4 -999.900    5.83625  1.0000    3.087        0.167    0.0165     0     0.000     0.0     0 -999.900 -999.900    1.000     2
   5184497  339.535855300000 -31.59526749999999851 0.10872     4 -999.900    3.61650  1.0000    7.114        0.024 -999.9000     2     0.000     0.0     0    1.275    4.359    1.600     0
   5184535  339.583174800000 -31.59710940000000079 0.10832     4 -999.900    3.92168  1.0000    6.862        0.021 -999.9000     2     0.000     0.0     0    1.190    4.359    1.400     0
   5184557  339.103810000000 -31.58998529999999860 0.16546     4 -999.900    1.05172  1.0000   11.734        0.288 -999.9000     2     0.000     0.0     0 -999.900 -999.900    2.000     1
   5184567  339.498825500000 -31.59120890000000159 0.10861     4 -999.900    3.36341  1.0000    7.335        0.028 -999.9000     2     0.000     0.0     0    1.508    4.359    1.800     0
   5184580  339.421671100000 -31.58433869999999999 0.06766     4 -999.900    1.78856  1.0000   11.033        0.100 -999.9000     2     0.000     0.0     0 -999.900 -999.900    1.000     1
   5184599  339.506709400000 -31.58353759999999966 0.10906     4 -999.900    3.43062  1.0000    6.918        0.027 -999.9000     2     0.000     0.0     0    1.069    4.123    1.600     0
   5184650  339.000760600000 -31.57373899999999978 0.16563     4 -999.900    0.00771  1.0000   12.806     5348.189 -999.9000     2     0.000     0.0     1 -999.900 -999.900    2.000     1
   5184657  339.517412600000 -31.56323589999999868 0.15372     4 -999.900    4.88580  1.0000    5.871        0.013 -999.9000     2     0.000     0.0     0    0.509    3.873    1.200     0
   5184664  339.513970300000 -31.57003010000000032 0.15209     4 -999.900    4.80315  1.0000    5.772        0.014 -999.9000     2     0.000     0.0     0    0.322    3.464    1.000     0
   5184696  339.342919400000 -31.55800710000000109 0.10801     4 -999.900    2.30058  1.0000    7.843        0.060 -999.9000     2     0.000     0.0     0    1.461    4.472    1.400     0
   5184716  339.203385300000 -31.55129379999999983 0.16624     4 -999.900    2.07082  1.0000   10.821        0.074 -999.9000     2     0.000     0.0     0    0.618    3.000    1.200     0
   5184717  338.768306900000 -31.55577900000000113 0.17942     4 -999.900    2.53767  1.0000    9.743        0.049 -999.9000     2     0.000     0.0     0    0.004    1.000    1.000     0
   5184725  338.761078800000 -31.51599609999999885 0.05617     4 -999.900    0.84421  1.0000    7.924        0.447 -999.9000     2     0.000     0.0     1 -999.900 -999.900    1.600     1
   5184726  339.227863500000 -31.55624789999999891 0.10850     4 -999.900    1.53547  1.0000    8.433        0.135 -999.9000     2     0.000     0.0     0 -999.900 -999.900    1.400     1
   5184758  339.006320800000 -31.54501180000000105 0.16517     4 -999.900    0.06396  1.0000   12.759       77.808 -999.9000     2     0.000     0.0     1 -999.900 -999.900    1.800     1
   5184765  339.014970300000 -31.54430560000000128 0.16467     4 -999.900    0.15105  1.0000   12.637       13.952 -999.9000     2     0.000     0.0     1 -999.900 -999.900    1.200     1
   5184769  339.281942200000 -31.54297830000000147 0.10816     4 -999.900    1.89436  1.0000    8.067        0.089 -999.9000     2     0.000     0.0     0 -999.900 -999.900    1.600     1
   5184772  339.012979700000 -31.53919309999999854 0.16619     4 -999.900    0.13214  1.0000   11.749       18.231 -999.9000     2     0.000     0.0     1 -999.900 -999.900    1.200     1
   5184798  339.056778400000 -31.53722080000000005 0.10719     4 -999.900    0.37819  1.0000    9.146        2.226 -999.9000     2     0.000     0.0     1 -999.900 -999.900    1.400     1
   5184878  338.663774800000 -31.51660809999999913 0.17629     4 -999.900    3.62251  1.0000   10.770        0.024 -999.9000     2     0.000     0.0     0    0.006    1.000    1.000     0
   5184924  339.538625400000 -31.49304019999999937 0.10720     4 -999.900    3.58960  1.0000    6.504        0.025 -999.9000     2     0.000     0.0     0    1.230    4.472    1.600     0
   5184940  339.316341700000 -31.50727739999999955 0.13822     4 -999.900    2.69763  1.0000   14.051        0.044 -999.9000     2     0.000     0.0     0    0.218    2.000    1.200     0
   5184942  339.230575000000 -31.50196860000000143 0.10695     4 -999.900    1.53302  1.0000    8.032        0.135 -999.9000     2     0.000     0.0     0 -999.900 -999.900    1.600     1
   5184947  339.489292300000 -31.50562820000000031 0.10723     4 -999.900    3.26128  1.0000    6.822        0.030 -999.9000     2     0.000     0.0     0    1.338    4.583    1.600     0
   5184954  339.068216100000 -31.50114870000000167 0.16532     4 -999.900    0.69124  1.0000   12.238        0.666 -999.9000     2     0.000     0.0     1 -999.900 -999.900    2.000     1
   5184968  339.084766900000 -31.50234370000000084 0.16562     4 -999.900    0.86044  1.0000   12.092        0.430 -999.9000     2     0.000     0.0     1 -999.900 -999.900    1.800     1
   5184984  339.453604400000 -31.48938139999999919 0.10721     4 -999.900    3.02339  1.0000    6.888        0.035 -999.9000     2     0.000     0.0     0    1.494    4.690    1.800     0
   5185004  339.143949000000 -31.49128200000000177 0.16568     4 -999.900    1.46185  1.0000   11.534        0.149 -999.9000     2     0.000     0.0     0 -999.900 -999.900    1.800     1
   5185058  339.296740000000 -31.47033679999999833 0.10720     4 -999.900    1.97807  1.0000    7.551        0.081 -999.9000     2     0.000     0.0     0 -999.900 -999.900    2.000     1
   5185124  339.291453000000 -31.46069049999999834 0.08005     4 -999.900    1.46041  1.0000    9.681        0.149 -999.9000     2     0.000     0.0     0 -999.900 -999.900    1.000     1
   5185244  339.467641600000 -31.43757360000000034 0.16610     4 -999.900    4.76328  1.0000    8.573        0.014 -999.9000     2     0.000     0.0     0    0.175    3.162    1.000     0
   5185357  338.721126300000 -31.40724249999999884 0.10858     4 -999.900    1.88354  1.0000   10.753        0.090 -999.9000     2     0.000     0.0     0 -999.900 -999.900    1.000     1
   5185404  339.440324200000 -31.39717100000000016 0.10804     4 -999.900    2.95986  1.0000    6.499        0.036 -999.9000     2     0.000     0.0     0    1.309    4.690    1.400     0
   5185427  339.040026900000 -31.39357319999999874 0.12353     4 -999.900    0.30652  1.0000    9.459        3.388 -999.9000     2     0.000     0.0     1 -999.900 -999.900    1.000     1
   5185515  339.479735600000 -31.36602279999999965 0.15261     4 -999.900    4.50797  1.0000    5.842        0.016 -999.9000     2     0.000     0.0     0    1.684    4.359    1.800     0
   5185522  339.401289800000 -31.36943949999999859 0.17293     4 -999.900    4.25151  1.0000    9.655        0.018 -999.9000     2     0.000     0.0     0    0.025    1.000    1.000     0
   5185529  339.525946500000 -31.36646719999999888 0.17195     4 -999.900    5.54215  1.0000    8.432        0.010 -999.9000     2     0.000     0.0     0    0.048    1.732    1.000     0
   5185538  338.567499500000 -31.34696729999999931 0.11604     4 -999.900    3.11834  1.0000   12.837        0.033 -999.9000     2     0.000     0.0     0    0.564    4.359    1.200     0
   5185541  339.427859500000 -31.35756119999999925 0.15328     4 -999.900    4.03784  1.0000    6.170        0.020 -999.9000     2     0.000     0.0     0    1.127    4.123    1.200     0
   5185570  339.007817200000 -31.34473410000000015 0.05838     4 -999.900    0.02875  1.0000    7.828      385.146 -999.9000     2     0.000     0.0     1 -999.900 -999.900    1.200     1
   5185650  339.569022600000 -31.33536769999999905 0.15237     4 -999.900    5.34061  1.0000    5.004        0.064    0.0133     0     1.000     1.0     0    1.697    4.472    1.800     0
   5185668  338.653665300000 -31.31387660000000039 0.06735     4 -999.900    1.46659  1.0000   15.180        0.148 -999.9000     2     0.000     0.0     0 -999.900 -999.900    1.200     1
   5185714  338.700142700000 -31.31988709999999898 0.11609     4 -999.900    2.16349  1.0000   11.954        0.068 -999.9000     2     0.000     0.0     0    0.720    4.243    1.200     0
   5185762  339.565789500000 -31.31105670000000174 0.15278     4 -999.900    5.32537  1.0000    4.845        0.068    0.0166     0     1.000     1.0     0    1.836    4.472    1.800     0
   5185833  339.478354100000 -31.29114620000000002 0.15194     4 -999.900    4.47954  1.0000    5.296        0.016 -999.9000     2     0.000     0.0     0    1.106    4.359    1.400     0
   5185840  339.051290700000 -31.29196250000000035 0.10699     4 -999.900    0.34189  1.0000    8.242        2.723 -999.9000     2     0.000     0.0     1 -999.900 -999.900    1.000     1
   5185843  339.534782300000 -31.29033779999999965 0.15240     4 -999.900    5.02258  1.0000    4.893        0.066    0.0180     0     0.000     0.0     0    1.885    4.472    2.000     0
   5185846  339.475385700000 -31.29002429999999890 0.15117     4 -999.900    4.43009  1.0000    5.285        0.016 -999.9000     2     0.000     0.0     0    0.175    2.828    1.000     0
   5185908  339.473702800000 -31.27254459999999980 0.15339     4 -999.900    4.47756  1.0000    5.259        0.016 -999.9000     2     0.000     0.0     0    1.285    4.123    1.400     0
   5185948  338.728825200000 -31.26062960000000146 0.15416     4 -999.900    2.57595  1.0000   10.766        0.048 -999.9000     2     0.000     0.0     0    0.027    1.732    1.000     0
   5185962  338.585741600000 -31.24935100000000077 0.05615     4 -999.900    1.46732  1.0000    9.001        0.148 -999.9000     2     0.000     0.0     0 -999.900 -999.900    1.600     1
   5185982  339.254906300000 -31.25564049999999838 0.05843     4 -999.900    0.93908  1.0000    8.161        0.361 -999.9000     2     0.000     0.0     1 -999.900 -999.900    1.200     1
   5186033  339.453211400000 -31.23851429999999851 0.13827     4 -999.900    3.87737  1.0000   13.855        0.021 -999.9000     2     0.000     0.0     0    0.335    2.646    1.200     0
   5186045  339.242033400000 -31.24001570000000072 0.15330     4 -999.900    2.28726  1.0000    7.020        0.061 -999.9000     2     0.000     0.0     0    0.499    3.873    1.000     0
   5186092  339.507887700000 -31.23161959999999837 0.15278     4 -999.900    4.78438  1.0000    4.721        0.071    0.0250     0     0.000     0.0     0    1.681    4.472    1.600     0
   5186212  338.993383300000 -31.19744409999999846 0.16468     4 -999.900    0.06701  1.0000   14.031       70.880 -999.9000     2     0.000     0.0     1 -999.900 -999.900    1.000     1
   5186278  338.960647700000 -31.18655860000000146 0.11585     3 -999.900    0.28375  1.0000   10.330        3.953 -999.9000     2     0.000     0.0     1 -999.900 -999.900    1.400     1
   5186284  339.588184400000 -31.18450620000000129 0.15332     4 -999.900    5.56236  1.0000    3.817        0.109    0.0620     0     0.000     0.0     0    1.163    4.359    1.400     0
   5186316  339.555475100000 -31.17785050000000169 0.16431     4 -999.900    5.61480  1.0000    9.305        0.010 -999.9000     2     0.000     0.0     0    0.003    1.000    1.000     0
   5186358  338.887289500000 -31.16951020000000128 0.08231     4 -999.900    0.58217  1.0000   17.648        0.939 -999.9000     2     0.000     0.0     1 -999.900 -999.900    1.000     1
   5186406  338.594182100000 -31.15784670000000034 0.06750     4 -999.900    1.72529  1.0000   15.946        0.107 -999.9000     2     0.000     0.0     0 -999.900 -999.900    1.200     1
   5186447  338.735719700000 -31.14558949999999982 0.00942     4 -999.900    0.15890  1.0000    0.000       12.607 -999.9000     2     0.000     0.0     1 -999.900 -999.900    1.000     1
   5186545  338.926876700000 -31.12185399999999902 0.11590     4 -999.900    0.52784  1.0000   10.538        1.142 -999.9000     2     0.000     0.0     1 -999.900 -999.900    1.600     1
   5186619  339.536014100000 -31.10496609999999862 0.11658     4 -999.900    3.89220  1.0000   10.511        0.021 -999.9000     2     0.000     0.0     0    0.612    5.568    1.000     0
   5186653  338.938852800000 -31.08178579999999869 0.11654     4 -999.900    0.44398  1.0000   13.839        1.615 -999.9000     2     0.000     0.0     1 -999.900 -999.900    1.200     1
   5186685  339.040849000000 -31.09103319999999826 0.10818     4 -999.900    0.27584  1.0000    8.558        4.183 -999.9000     2     0.000     0.0     1 -999.900 -999.900    1.000     1
   5186707  339.511827400000 -31.08613479999999996 0.13848     4 -999.900    4.39225  1.0000   14.170        0.016 -999.9000     2     0.000     0.0     0    0.584    2.449    1.200     0
   5186716  338.992976600000 -31.06364920000000041 0.11635     4 -999.900    0.05092  1.0000   12.711      122.743 -999.9000     2     0.000     0.0     1 -999.900 -999.900    1.600     1
   5186718  338.825599400000 -31.08460880000000159 0.17458     4 -999.900    1.87016  1.0000   12.626        0.091 -999.9000     2     0.000     0.0     0 -999.900 -999.900    1.000     1
   5186736  339.609423200000 -31.07926129999999887 0.15208     4 -999.900    5.72466  1.0000    3.241        0.151    0.0106     0     0.000     0.0     0    0.811    4.472    1.200     0
   5186739  338.944672500000 -31.07610100000000131 0.11519     4 -999.900    0.39719  1.0000    9.864        2.018 -999.9000     2     0.000     0.0     1 -999.900 -999.900    1.000     1
   5186761  339.599016800000 -31.06970289999999935 0.17125     4 -999.900    6.30713  1.0000   11.164        0.008 -999.9000     2     0.000     0.0     0    0.058    1.414    1.000     0
   5186768  339.163871800000 -31.07133400000000023 0.10092     4 -999.900    1.03429  1.0000   10.031        0.298 -999.9000     2     0.000     0.0     0 -999.900 -999.900    1.200     1
   5186787  338.585219200000 -31.04966380000000115 0.03630     4 -999.900    0.95630  1.0000   10.166        0.348 -999.9000     2     0.000     0.0     1 -999.900 -999.900    1.200     1
   5186828  339.122180200000 -31.05581370000000163 0.10096     4 -999.900    0.77157  1.0000   10.263        0.535 -999.9000     2     0.000     0.0     1 -999.900 -999.900    1.200     1
   5186832  339.229086600000 -31.05317120000000131 0.12960     4 -999.900    1.84444  1.0000   16.123        0.094 -999.9000     2     0.000     0.0     0 -999.900 -999.900    1.000     1
   5186838  338.520919600000 -31.05275569999999874 0.03651     4 -999.900    1.11085  1.0000   10.345        0.258 -999.9000     2     0.000     0.0     0 -999.900 -999.900    1.200     1
   5186901  338.802879600000 -31.03474659999999830 0.11606     4 -999.900    1.42623  1.0000   11.442        0.156 -999.9000     2     0.000     0.0     0 -999.900 -999.900    1.600     1
   5186943  338.741304000000 -31.02376350000000116 0.05997     4 -999.900    0.98015  1.0000   10.804        0.331 -999.9000     2     0.000     0.0     1 -999.900 -999.900    1.000     1
   5187029  339.405728900000 -31.00783249999999924 0.10648     4 -999.900    2.70017  1.0000    6.109        0.044 -999.9000     2     0.000     0.0     0    0.191    4.123    1.000     0
   5187030  338.914158400000 -30.97579969999999960 0.03985     4 -999.900    0.21723  1.0000   11.520        6.746 -999.9000     2     0.000     0.0     1 -999.900 -999.900    1.000     1
   5187091  339.439291700000 -30.98146089999999830 0.15374     4 -999.900    4.17408  1.0000    4.739        0.018 -999.9000     2     0.000     0.0     0    0.192    2.828    1.000     0
   5187325  339.083174600000 -30.93486820000000037 0.03754     4 -999.900    0.19847  1.0000   10.617        8.081 -999.9000     2     0.000     0.0     1 -999.900 -999.900    1.000     1
   5187358  339.589992300000 -30.92793920000000085 0.13888     4 -999.900    5.08548  1.0000   14.606        0.012 -999.9000     2     0.000     0.0     0    0.718    2.828    1.600     0
   5187362  338.955086800000 -30.91026779999999974 0.02702     4 -999.900    0.07736  1.0000    7.438       53.188 -999.9000     2     0.000     0.0     1 -999.900 -999.900    1.400     1
   5187418  339.301968600000 -30.91382229999999964 0.11689     4 -999.900    2.20274  1.0000   12.402        0.066 -999.9000     2     0.000     0.0     0    2.161    6.403    1.400     0
   5187460  339.569986800000 -30.89494930000000039 0.12438     4 -999.900    4.41721  1.0000    9.557        0.016 -999.9000     2     0.000     0.0     0    0.446    2.236    1.200     0
   5187500  339.605239900000 -30.89531739999999971 0.13866     4 -999.900    5.21069  1.0000   14.689        0.012 -999.9000     2     0.000     0.0     0    0.735    2.646    1.600     0
   5187502  339.096386700000 -30.89622740000000078 0.10548     4 -999.900    0.63634  1.0000    8.137        0.786 -999.9000     2     0.000     0.0     1 -999.900 -999.900    1.200     1
   5187508  339.564303500000 -30.89446209999999837 0.12425     4 -999.900    4.36876  1.0000    9.586        0.017 -999.9000     2     0.000     0.0     0    0.453    2.236    1.200     0
   5187546  339.604761100000 -30.88669240000000116 0.13873     4 -999.900    5.20957  1.0000   14.755        0.012 -999.9000     2     0.000     0.0     0    0.723    2.646    1.600     0
   5187549  339.605715800000 -30.88464129999999841 0.13842     4 -999.900    5.20665  1.0000   14.730        0.012 -999.9000     2     0.000     0.0     0    0.691    2.646    1.600     0
   5187578  339.161103000000 -30.87915359999999865 0.11718     4 -999.900    1.17844  1.0000   13.502        0.229 -999.9000     2     0.000     0.0     0 -999.900 -999.900    1.600     1
   5187670  339.064297300000 -30.86003380000000007 0.10565     4 -999.900    0.42531  1.0000    8.394        1.760 -999.9000     2     0.000     0.0     1 -999.900 -999.900    1.200     1
   5187697  339.519083500000 -30.84337620000000157 0.10804     4 -999.900    3.50975  1.0000    5.622        0.026 -999.9000     2     0.000     0.0     0    0.340    3.606    1.000     0
   5187728  338.604006100000 -30.83724439999999944 0.10795     4 -999.900    2.67556  1.0000   11.680        0.044 -999.9000     2     0.000     0.0     0    0.371    3.742    1.000     0
   5187766  339.145102400000 -30.83801370000000119 0.12702     4 -999.900    1.14829  1.0000   13.057        0.241 -999.9000     2     0.000     0.0     0 -999.900 -999.900    1.000     1
   5187779  338.590608600000 -30.83239130000000117 0.10864     4 -999.900    2.78342  1.0000   11.847        0.041 -999.9000     2     0.000     0.0     0    0.713    4.000    1.000     0
   5187817  339.591765000000 -30.82056869999999904 0.13387     4 -999.900    4.92837  1.0000    8.942        0.013 -999.9000     2     0.000     0.0     0 -999.900 -999.900    1.000     2
   5187894  339.251816400000 -30.81517260000000036 0.14145     4 -999.900    2.21189  1.0000   17.962        0.065 -999.9000     2     0.000     0.0     0 -999.900 -999.900    1.000     2
   5187965  339.414858200000 -30.80125860000000060 0.11695     4 -999.900    3.03125  1.0000   11.845        0.035 -999.9000     2     0.000     0.0     0    3.909    6.708    2.400     0
   5188120  339.345049300000 -30.74595389999999995 0.02718     4 -999.900    0.59879  1.0000    7.197        0.888 -999.9000     2     0.000     0.0     1 -999.900 -999.900    1.600     1
