 # CATAID  RA   DEC Z_TONRY nQ  M_r  DistanceToEdge Completeness DistanceTo5nn SurfaceDensity SurfaceDensityErr SurfaceDensityFlag CountInCyl CountInCylErr CountInCylFlag AGEDenPar  AGEErr AGEScale AGEDenParFlag
   1078508   34.955966000000  -5.81229700000000005 0.08263     4  -18.774    1.13740  1.0000    1.181        0.246 -999.9000     2     3.000     1.7     0 -999.900 -999.900    1.600     1
   1078518   34.443589000000  -5.81226399999999988 0.13875     4  -20.294    1.88478  1.0000    2.841        0.090 -999.9000     2     0.000     0.0     0 -999.900 -999.900    1.000     1
   1078531   34.853464000000  -5.81354199999999999 0.08308     4 -999.900    1.13586  1.0000    0.810        2.426    0.0865     0     5.000     2.2     0 -999.900 -999.900    2.000     1
   1078690   34.236369000000  -5.80068400000000040 0.14451     4  -20.510    2.08107  1.0000    3.644        0.073 -999.9000     2     0.000     0.0     0    0.065    1.732    1.000     0
   1078700   34.349222000000  -5.79889999999999972 0.14600     4  -19.908    2.12059  1.0000    2.573        0.071 -999.9000     2     0.000     0.0     0    0.162    2.449    1.200     0
   1078816   34.589080000000  -5.79133799999999965 0.10028     4  -18.931    1.52806  1.0000    1.331        0.898    0.0095     0     2.000     1.4     0 -999.900 -999.900    1.000     1
   1078852   34.899486000000  -5.78970400000000041 0.04125     4  -17.506    0.64236  1.0000    2.293        0.771 -999.9000     2     2.000     1.4     1 -999.900 -999.900    1.400     1
   1079183   34.628309000000  -5.76788300000000032 0.14801     4  -20.258    2.48019  1.0000    1.700        0.551    0.1446     0     2.000     1.4     0    1.354    3.742    1.600     0
   1079245   34.646068000000  -5.77090999999999976 0.14827     4  -21.604    2.45200  1.0000    1.532        0.678    0.0097     0     2.000     1.4     0    1.221    3.742    1.400     0
   1079404   34.695865000000  -5.75617800000000024 0.05668     4  -19.102    1.01976  1.0000    5.877        0.306 -999.9000     2     0.000     0.0     0 -999.900 -999.900    1.000     1
   1079478   34.177892000000  -5.74867400000000028 0.13700     4  -20.156    2.49237  1.0000    2.696        0.051 -999.9000     2     0.000     0.0     0    0.124    2.236    1.000     0
   1079550   34.644911000000  -5.74690299999999965 0.14833     4  -19.752    2.71000  1.0000    1.221        1.068    0.1152     0     4.000     2.0     0    1.393    3.873    1.600     0
   1079572   34.721123000000  -5.74677599999999966 0.10198     4  -20.620    1.88508  1.0000    1.772        0.507    0.0386     0     0.000     0.0     0 -999.900 -999.900    2.200     1
   1079691   34.764379000000  -5.73605300000000007 0.13517     4  -20.647    2.58375  1.0000    4.375        0.048 -999.9000     2     1.000     1.0     0    0.056    2.000    1.000     0
   1079835   34.922707000000  -5.72490300000000030 0.04143     4  -17.034    0.84393  1.0000    1.377        0.447 -999.9000     2     3.000     1.7     1 -999.900 -999.900    1.600     1
   1079852   34.757918000000  -5.72553700000000010 0.17695     4  -20.497    3.48122  1.0000    9.028        0.026 -999.9000     2     0.000     0.0     0    0.092    1.000    1.000     0
   1079940   34.139505000000  -5.72609299999999966 0.05283     4  -17.878    1.06862  1.0000    2.802        0.279 -999.9000     2     1.000     1.0     0 -999.900 -999.900    1.200     1
   1079963   34.630475000000  -5.74777900000000042 0.04172     4  -21.345    0.77902  1.0000    1.992        0.525 -999.9000     2     1.000     1.0     1 -999.900 -999.900    1.400     1
   1079976   34.484697000000  -5.71939400000000031 0.10234     4  -19.169    2.09623  1.0000    1.598        0.623    0.0099     0     2.000     1.4     0    1.059    3.873    1.400     0
   1080129   34.760019000000  -5.71187799999999957 0.13395     4  -21.134    2.79578  1.0000    4.123        0.041 -999.9000     2     1.000     1.0     0    0.074    1.414    1.000     0
   1080166   34.617140000000  -5.70983700000000027 0.11517     4  -19.030    2.43170  1.0000   15.087        0.054 -999.9000     2     0.000     0.0     0    0.088    1.000    1.000     0
   1080401   34.590250000000  -5.69572900000000004 0.10221     4  -20.800    2.27001  1.0000    1.825        0.478    0.0421     0     1.000     1.0     0    1.223    3.873    1.600     0
   1080430   34.569834000000  -5.69235700000000033 0.14744     4  -20.524    3.27497  1.0000    2.012        0.393    0.0655     0     1.000     1.0     0    0.742    3.606    1.200     0
   1080647   34.549989000000  -5.68301000000000034 0.14723     4  -20.668    3.36984  1.0000    2.005        0.396    0.0143     0     1.000     1.0     0    0.575    3.606    1.200     0
   1080991   34.612189000000  -5.66399200000000036 0.08236     4 -999.900    2.02964  1.0000    1.735        0.529    0.0415     0     0.000     0.0     0    0.501    3.873    1.000     0
   1081029   34.253044000000  -5.65692099999999964 0.17294     4  -20.547    4.25722  1.0000    4.385        0.018 -999.9000     2     0.000     0.0     0    0.182    2.449    1.000     0
   1081045   34.612807000000  -5.66312499999999996 0.08248     4  -19.840    2.03778  1.0000    1.740        0.526    0.0414     0     0.000     0.0     0    0.958    4.359    1.200     0
   1081056   34.607605000000  -5.65730500000000003 0.10160     4  -20.512    2.54180  1.0000    1.559        0.655    0.0856     0     1.000     1.0     0    1.362    3.873    1.600     0
   1081402   34.088908000000  -5.63486499999999957 0.05227     4  -17.422    1.40960  1.0000    2.736        0.160 -999.9000     2     2.000     1.4     0 -999.900 -999.900    1.400     1
   1081488   34.663725000000  -5.63209400000000038 0.17741     4  -21.172    4.67822  1.0000    7.726        0.015 -999.9000     2     0.000     0.0     0    0.119    1.732    1.000     0
   1081624   34.859436000000  -5.62184699999999982 0.11530     4  -18.915    3.17267  1.0000   14.315        0.032 -999.9000     2     1.000     1.0     0    0.187    1.000    1.200     0
   1081710   34.505445000000  -5.62151099999999992 0.13358     4  -21.722    3.66272  1.0000    4.372        0.024 -999.9000     2     0.000     0.0     0    0.064    1.000    1.000     0
   1081823   34.152551000000  -5.61369399999999974 0.13786     4  -21.724    3.85415  1.0000    2.379        0.281    0.0020     0     1.000     1.0     0    0.573    3.742    1.200     0
   1081826   34.734790000000  -5.61339400000000044 0.08381     4  -18.861    2.37558  1.0000    1.639        0.592    0.0507     0     0.000     0.0     0    1.732    5.000    1.400     0
   1081928   34.465201000000  -5.60789000000000026 0.10245     4  -21.243    2.93224  1.0000    2.190        0.332    0.0306     0     0.000     0.0     0    0.610    3.742    1.200     0
   1081938   34.203808000000  -5.60833099999999973 0.08743     4 -999.900    2.50844  1.0000    4.649        0.051 -999.9000     2     0.000     0.0     0 -999.900 -999.900    1.000     2
   1081957   34.411277000000  -5.63289500000000043 0.17809     3  -20.375    4.68501  1.0000    4.557        0.077    0.0031     0     0.000     0.0     0    0.023    1.000    1.000     0
   1082051   34.054194000000  -5.59805699999999984 0.17703     4  -20.237    5.10054  1.0000    4.870        0.067    0.0025     0     0.000     0.0     0    0.006    1.000    1.000     0
   1082071   34.241322000000  -5.59696700000000025 0.08731     4  -19.171    2.57777  1.0000    4.357        0.048 -999.9000     2     0.000     0.0     0    0.194    1.000    1.200     0
   1082080   34.113521000000  -5.60154700000000005 0.13788     4  -21.238    3.97587  1.0000    1.984        0.404    0.0140     0     2.000     1.4     0    0.747    4.243    1.600     0
   1082132   34.159801000000  -5.59449500000000022 0.13847     4  -19.624    4.06298  1.0000    2.105        0.359    0.0836     0     2.000     1.4     0    0.732    4.123    1.200     0
   1082292   34.771882000000  -5.58587499999999970 0.10197     4  -18.933    3.08259  1.0000    1.574        0.642    0.0400     0     2.000     1.4     0    1.566    4.123    2.000     0
   1082340   34.529390000000  -5.58045200000000019 0.14724     4  -19.989    4.46037  1.0000    2.821        0.200    0.0132     0     0.000     0.0     0    0.571    3.742    1.400     0
   1082378   34.200884000000  -5.58037399999999995 0.08254     4  -19.699    2.54023  1.0000    3.877        0.049 -999.9000     2     1.000     1.0     0    0.183    3.742    1.000     0
   1082429   34.945795000000  -5.58371900000000032 0.16545     5  -22.497    4.95093  1.0000    3.651        0.119    0.0114     0     0.000     0.0     0    0.199    2.449    1.000     0
   1082492   34.758394000000  -5.58309600000000028 0.10160     4  -21.809    3.09229  1.0000    2.049        0.379    0.0949     0     1.000     1.0     0    1.357    3.873    1.800     0
   1082553   34.657117000000  -5.56996000000000002 0.12949     4  -21.093    4.03834  1.0000    6.048        0.020 -999.9000     2     0.000     0.0     0 -999.900 -999.900    1.000     2
   1082725   34.775816000000  -5.56155699999999964 0.10153     4  -19.941    3.24987  1.0000    1.692        0.556    0.0329     0     2.000     1.4     0    1.498    4.123    1.800     0
   1082819   34.570123000000  -5.55639400000000006 0.13905     4  -20.281    4.46292  1.0000    2.880        0.192    0.0186     0     0.000     0.0     0    0.491    3.606    1.200     0
   1082878   34.711302000000  -5.55174400000000023 0.10281     3  -19.289    3.36340  1.0000    1.465        0.741    0.0498     0     2.000     1.4     0    0.332    3.162    1.000     0
   1082998   34.530215000000  -5.54715700000000034 0.04165     3  -16.913    1.39660  1.0000    1.380        0.836    0.0663     0     1.000     1.0     0 -999.900 -999.900    1.600     1
   1083078   34.851327000000  -5.54655400000000043 0.11540     4  -20.949    3.80756  1.0000   13.961        0.022 -999.9000     2     0.000     0.0     0 -999.900 -999.900    1.000     2
   1083223   34.931516000000  -5.52991800000000033 0.08474     4  -18.335    2.91967  1.0000    0.942        1.793    0.0775     0     5.000     2.2     0    0.708    4.359    1.200     0
   1083269   34.730983000000  -5.53064800000000023 0.10117     4  -19.104    3.46692  1.0000    1.599        0.622    0.0619     0     2.000     1.4     0    1.086    4.000    1.400     0
   1083371   34.790882000000  -5.52445699999999995 0.10186     4 -999.900    3.53604  1.0000    1.732        0.531    0.0392     0     2.000     1.4     0    1.297    4.000    1.800     0
   1083648   34.774921000000  -5.50689500000000010 0.07247     4  -18.174    2.62702  1.0000    5.495        0.046 -999.9000     2     0.000     0.0     0    0.305    2.646    1.200     0
   1083739   34.218968000000  -5.51545899999999989 0.08381     4  -22.219    2.97740  1.0000    4.058        0.036 -999.9000     2     0.000     0.0     0    0.282    4.123    1.000     0
   1083759   34.876501000000  -5.51436300000000035 0.08341     5  -21.682    2.96987  1.0000    1.152        1.199    0.1679     0     4.000     2.0     0    2.145    5.099    1.800     0
   1083771   34.420053000000  -5.49662900000000043 0.08336     4  -18.206    3.07660  1.0000    3.129        0.034 -999.9000     2     0.000     0.0     0    0.705    4.359    1.000     0
   1083806   34.059878000000  -5.49634700000000009 0.17836     4  -20.078    6.43705  1.0000    3.642        0.120    0.0288     0     0.000     0.0     0    0.260    2.646    1.200     0
   1083830   34.803584000000  -5.49927499999999991 0.10194     3  -19.446    3.72614  1.0000    1.940        0.423    0.0289     0     2.000     1.4     0    1.438    4.123    1.800     0
   1083842   34.214987000000  -5.49476799999999965 0.08699     4  -19.403    3.21981  1.0000    4.643        0.031 -999.9000     2     1.000     1.0     0    0.141    1.000    1.200     0
   1083979   34.287169000000  -5.48527100000000001 0.16740     3  -20.360    6.19084  1.0000    7.561        0.008 -999.9000     2     0.000     0.0     0 -999.900 -999.900    1.000     2
   1084085   34.724002000000  -5.48187200000000008 0.10195     4  -20.377    3.85596  1.0000    1.972        0.409    0.0236     0     1.000     1.0     0    1.258    4.000    1.600     0
   1084133   34.310412000000  -5.48909599999999998 0.01790     4  -16.753    0.68079  1.0000    5.269        0.687 -999.9000     2     0.000     0.0     1 -999.900 -999.900    1.200     1
   1084175   34.959662000000  -5.47689200000000032 0.01828     3  -15.115    0.71191  1.0000    6.261        0.628 -999.9000     2     0.000     0.0     1 -999.900 -999.900    1.200     1
   1084208   34.406813000000  -5.47817799999999977 0.13909     4  -21.293    5.25116  1.0000    2.889        0.191    0.0921     0     0.000     0.0     0    0.653    4.000    1.400     0
   1084398   34.330638000000  -5.48063400000000023 0.01837     4 -999.900    0.71004  1.0000    5.433        0.631 -999.9000     2     0.000     0.0     1 -999.900 -999.900    1.000     1
   1084477   34.859220000000  -5.46112899999999968 0.04379     4  -18.302    1.74617  1.0000    1.186        1.131    0.0044     0     3.000     1.7     0 -999.900 -999.900    1.200     1
   1084539   34.649141000000  -5.44904000000000011 0.12855     4  -19.367    5.13746  1.0000    5.782        0.012 -999.9000     2     0.000     0.0     0    0.031    1.414    1.000     0
   1084577   34.396387000000  -5.45166299999999993 0.17302     4  -21.768    6.80731  1.0000    6.764        0.035    0.0021     0     0.000     0.0     0    0.107    1.732    1.000     0
   1084581   34.600577000000  -5.46495399999999965 0.04166     4  -19.462    1.65055  1.0000    1.571        0.644    0.1025     0     1.000     1.0     0 -999.900 -999.900    1.400     1
   1084600   34.575418000000  -5.44944399999999973 0.04173     4  -19.340    1.70120  1.0000    1.615        0.610    0.0744     0     1.000     1.0     0 -999.900 -999.900    1.200     1
   1084686   34.797354000000  -5.44433300000000031 0.01137     4  -14.709    0.47112  1.0000    0.514        1.434 -999.9000     2     1.000     1.0     1 -999.900 -999.900    1.000     1
   1085008   34.026726000000  -5.42467400000000044 0.12701     4  -20.548    5.30239  1.0000    2.487        0.257    0.0198     0     0.000     0.0     0    0.692    3.464    1.200     0
   1085021   34.335985000000  -5.42980899999999966 0.12656     5  -22.261    5.23684  1.0000    4.227        0.089    0.0174     0     1.000     1.0     0    0.473    3.000    1.200     0
   1085022   34.399732000000  -5.41879600000000039 0.17246     4  -19.862    7.19299  1.0000    6.577        0.037    0.0005     0     1.000     1.0     0    0.150    2.000    1.000     0
   1085054   34.543012000000  -5.41697399999999973 0.07145     4  -18.336    3.06295  1.0000    4.559        0.034 -999.9000     2     0.000     0.0     0    0.018    1.414    1.000     0
   1085227   34.050107000000  -5.40960399999999986 0.15505     4 -999.900    6.59723  1.0000   10.448        0.007 -999.9000     2     0.000     0.0     0 -999.900 -999.900    1.000     2
   1085270   34.789869000000  -5.42057699999999976 0.09775     4 -999.900    4.13879  1.0000    4.938        0.019 -999.9000     2     0.000     0.0     0    0.057    2.236    1.000     0
   1085298   34.235297000000  -5.40375400000000017 0.12676     4  -20.249    5.48444  1.0000    3.545        0.127    0.0064     0     1.000     1.0     0    0.653    3.000    1.400     0
   1085318   34.932711000000  -5.40303500000000003 0.08437     4  -18.853    3.69229  1.0000    0.760        2.758    0.7902     0     6.000     2.4     0    1.364    5.000    1.600     0
   1085330   34.779375000000  -5.40371199999999963 0.14085     4  -20.648    6.07364  1.0000    3.758        0.113    0.0061     0     0.000     0.0     0    0.043    2.000    1.000     0
   1085419   34.972577000000  -5.41656400000000016 0.08364     4  -22.390    3.57764  1.0000    0.839        2.262    0.0781     0     5.000     2.2     0    1.645    5.099    1.400     0
   1085599   34.924531000000  -5.38224600000000031 0.16506     3  -20.252    7.33044  1.0000    3.785        0.111    0.0303     0     0.000     0.0     0    0.223    2.449    1.000     0
   1085642   34.129242000000  -5.38146500000000039 0.14399     4  -20.988    6.43603  1.0000    3.056        0.170    0.0071     0     1.000     1.0     0    0.607    3.606    1.200     0
   1085659   34.938965000000  -5.38814700000000002 0.08418     4  -21.374    3.77603  1.0000    0.868        2.111    0.1880     0     5.000     2.2     0    1.193    4.899    1.400     0
   1085684   34.960490000000  -5.38035399999999964 0.09106     4  -18.813    4.12967  1.0000    3.251        0.151    0.0079     0     0.000     0.0     0    0.262    3.162    1.000     0
   1085719   34.961819000000  -5.37893600000000038 0.09093     4  -20.061    4.13335  1.0000    3.258        0.150    0.0080     0     0.000     0.0     0    0.309    3.000    1.000     0
   1085799   34.937432000000  -5.37833100000000019 0.08416     4  -20.429    3.83571  1.0000    0.919        1.885    0.1781     0     5.000     2.2     0    1.198    4.899    1.400     0
   1085807   34.503377000000  -5.37236099999999972 0.13520     4  -20.221    6.14493  1.0000    4.376        0.083    0.0048     0     0.000     0.0     0    0.053    1.414    1.000     0
   1085903   34.705205000000  -5.36520499999999956 0.10141     4  -18.920    4.69977  1.0000    2.279        0.306    0.0684     0     2.000     1.4     0    1.132    4.123    1.400     0
   1085952   34.738117000000  -5.36072400000000027 0.13557     3  -19.943    6.27560  1.0000    3.454        0.133    0.0124     0     1.000     1.0     0    0.298    2.236    1.200     0
   1086186   34.144561000000  -5.34704900000000016 0.08635     4  -19.378    4.13116  1.0000    4.998        0.019 -999.9000     2     0.000     0.0     0    0.012    1.000    1.000     0
   1086251   34.120520000000  -5.34226600000000040 0.14353     4  -21.042    6.82280  1.0000    2.636        0.229    0.0078     0     1.000     1.0     0    0.880    3.464    1.200     0
   1086481   34.262528000000  -5.32670599999999972 0.05287     4 -999.900    2.62876  1.0000    3.112        0.046 -999.9000     2     1.000     1.0     0    0.195    2.000    1.000     0
   1086482   34.253327000000  -5.32082400000000000 0.05496     4  -17.287    2.75512  1.0000    2.410        0.274    0.0189     0     1.000     1.0     0    0.194    2.236    1.000     0
   1086486   34.348906000000  -5.32530999999999999 0.13893     4  -21.082    6.78187  1.0000    3.502        0.130    0.0031     0     2.000     1.4     0    0.614    3.742    1.400     0
   1086576   34.261210000000  -5.32778200000000002 0.05274     4  -19.375    2.61819  1.0000    3.110        0.046 -999.9000     2     1.000     1.0     0    0.457    2.236    1.200     0
   1086674   34.821292000000  -5.31403699999999990 0.10131     4  -20.416    5.07380  1.0000    2.231        0.320    0.0280     0     0.000     0.0     0    0.645    4.000    1.000     0
   1086720   34.376595000000  -5.30452999999999975 0.16278     4  -19.763    8.14329  1.0000    5.927        0.045    0.0014     0     0.000     0.0     0    0.010    1.414    1.000     0
   1086722   34.819612000000  -5.30629900000000010 0.13570     4  -20.153    6.81624  1.0000    3.712        0.116    0.0105     0     0.000     0.0     0    0.075    2.449    1.000     0
   1086746   34.445556000000  -5.30331499999999956 0.13948     4  -20.377    7.02980  1.0000    3.503        0.130    0.0139     0     2.000     1.4     0    0.415    3.317    1.000     0
   1086797   34.624214000000  -5.30264199999999963 0.09362     4  -21.058    4.77543  1.0000    4.279        0.087    0.0004     0     0.000     0.0     0 -999.900 -999.900    1.000     2
