 # CATAID  RA   DEC Z_TONRY nQ  M_r  DistanceToEdge Completeness DistanceTo5nn SurfaceDensity SurfaceDensityErr SurfaceDensityFlag CountInCyl CountInCylErr CountInCylFlag AGEDenPar  AGEErr AGEScale AGEDenParFlag
   1214171   33.736186000000  -4.47547599999999957 0.14459     4  -19.596    7.89246  1.0000    0.865        2.126    0.1835     0     7.000     2.6     0    0.836    3.317    1.600     0
   1214231   33.638004000000  -4.48457500000000042 0.13963     4  -21.930    7.72296  1.0000    0.229       30.417    0.6680     0    37.000     6.1     0    8.159   11.091    3.000     0
   1214265   33.680020000000  -4.47014200000000006 0.13511     4  -20.716    7.33966  1.0000    0.458        7.600    0.8064     0    21.000     4.6     0    2.763    7.348    1.800     0
   1214269   33.743315000000  -4.47402000000000033 0.13331     4  -21.416    7.28263  1.0000    0.688        3.361    0.0271     0     8.000     2.8     0    0.528    3.606    1.200     0
   1214271   33.716030000000  -4.48417099999999991 0.14506     4  -21.983    8.00828  1.0000    0.886        2.027    0.2093     0     6.000     2.4     0    0.278    2.449    1.200     0
   1214289   33.685314000000  -4.47921200000000042 0.13545     4  -21.640    7.44647  1.0000    0.292       18.664    4.7095     0    29.000     5.4     0    3.902    8.485    2.200     0
   1214295   33.641224000000  -4.47019099999999980 0.13853     4  -21.017    7.52003  1.0000    0.308       16.770    3.2308     0    35.000     5.9     0    8.937   11.180    3.000     0
   1214317   33.766147000000  -4.46744300000000027 0.06888     4  -18.653    3.78806  1.0000    2.534        0.248    0.0700     0     0.000     0.0     0    0.905    4.583    1.400     0
   1214332   33.472737000000  -4.46911900000000006 0.12996     4  -21.382    7.05910  1.0000    4.402        0.082    0.0042     0     0.000     0.0     0    0.199    2.828    1.200     0
   1214341   33.581740000000  -4.46661700000000028 0.14141     4  -20.317    7.63427  1.0000    0.564        5.005    0.5945     0    13.000     3.6     0    2.224    7.000    1.800     0
   1214360   33.689509000000  -4.46558700000000020 0.13860     4  -20.602    7.47757  1.0000    0.331       14.558    1.3431     0    38.000     6.2     0    8.929   11.358    3.000     0
   1214433   33.691095000000  -4.46501600000000032 0.13813     5  -22.193    7.44738  1.0000    0.325       15.055    1.2584     0    37.000     6.1     0    8.897   11.446    3.000     0
   1214452   33.346327000000  -4.45767000000000024 0.17986     4  -20.697    9.50378  1.0000    0.823        2.352    0.0678     0     5.000     2.2     0    1.835    5.831    1.600     0
   1214465   33.172693000000  -4.45705900000000010 0.16578     4  -20.382    8.78294  1.0000    4.670        0.073    0.0033     0     0.000     0.0     0    0.189    3.464    1.000     0
   1214470   33.815595000000  -4.45526900000000037 0.13818     4  -20.044    7.35211  1.0000    0.707        3.183    0.3113     0    11.000     3.3     0    7.123   11.489    2.800     0
   1214474   33.650067000000  -4.45542600000000011 0.14059     3  -19.631    7.47782  1.0000    0.321       15.482    1.5527     0    30.000     5.5     0    3.654    8.775    1.800     0
   1214507   33.516044000000  -4.46094100000000005 0.17879     4  -22.014    9.49134  1.0000    1.357        0.864    0.0792     0     1.000     1.0     0    0.862    4.690    1.200     0
   1214544   33.822621000000  -4.46248600000000017 0.13828     4  -22.498    7.42947  1.0000    0.808        2.437    0.2390     0    11.000     3.3     0    6.099   11.000    2.400     0
   1214558   33.727163000000  -4.45720199999999966 0.13752     4  -21.907    7.33735  1.0000    0.383       10.859    0.6834     0    30.000     5.5     0    7.780   11.402    2.800     0
   1214566   33.606310000000  -4.44876299999999958 0.14175     4  -19.458    7.46901  1.0000    0.419        9.069    1.7012     0    18.000     4.2     0    2.016    7.000    1.800     0
   1214573   33.530153000000  -4.44792599999999982 0.17864     3  -20.252    9.31716  1.0000    1.600        0.622    0.0577     0     1.000     1.0     0    0.904    4.899    1.400     0
   1214582   33.576586000000  -4.45844699999999960 0.14017     5  -22.356    7.48682  1.0000    0.506        6.213    0.1619     0    14.000     3.7     0    5.001    9.381    2.200     0
   1214592   33.859613000000  -4.45821399999999990 0.08317     4  -21.348    4.50221  1.0000    4.431        0.081    0.0061     0     0.000     0.0     0    0.194    2.236    1.200     0
   1214604   33.522755000000  -4.45180000000000042 0.14064     4  -21.398    7.44339  1.0000    1.006        1.572    0.2590     0     4.000     2.0     0    2.612    7.550    1.600     0
   1214669   33.654015000000  -4.44222900000000021 0.13884     4  -20.192    7.25538  1.0000    0.412        9.354    0.1818     0    28.000     5.3     0    8.562   11.576    3.000     0
   1214709   33.694452000000  -4.44312299999999993 0.14427     4  -21.445    7.53831  1.0000    0.964        1.712    0.1583     0     7.000     2.6     0    0.650    2.828    1.400     0
   1214738   33.668877000000  -4.44119799999999998 0.13860     4  -21.905    7.23295  1.0000    0.326       14.956    1.2604     0    31.000     5.6     0    8.652   11.446    3.000     0
   1214782   33.631155000000  -4.43673900000000021 0.13891     4  -19.879    7.20372  1.0000    0.378       11.146    0.4065     0    25.000     5.0     0    8.542   11.576    3.000     0
   1214806   34.006074000000  -4.43347200000000008 0.13612     4  -21.239    7.03156  1.0000    1.479        0.728    0.0661     0     2.000     1.4     0    1.107    5.745    1.000     0
   1214881   33.564520000000  -4.42742400000000025 0.13869     4  -20.423    7.09916  1.0000    0.724        3.033    1.1988     0    12.000     3.5     0    7.144   10.817    2.800     0
   1214943   33.793845000000  -4.42347300000000043 0.13822     4  -20.551    7.03612  1.0000    0.484        6.784    0.5846     0     9.000     3.0     0    6.601   11.314    2.600     0
   1214985   33.649880000000  -4.42295600000000011 0.13597     3  -21.250    6.92024  1.0000    0.556        5.151    0.4764     0    16.000     4.0     0    3.278    8.307    1.800     0
   1215028   34.017821000000  -4.42378400000000038 0.13557     4  -22.164    6.90901  1.0000    1.574        0.643    0.0216     0     2.000     1.4     0    1.315    6.000    1.200     0
   1215040   33.620578000000  -4.41767000000000021 0.13841     4  -19.665    6.98767  1.0000    0.537        5.523    0.0056     0    20.000     4.5     0    8.252   11.619    3.000     0
   1215056   33.685374000000  -4.41561200000000031 0.14007     4  -20.258    7.04776  1.0000    0.508        6.166    0.5755     0    21.000     4.6     0    4.895    9.592    2.200     0
   1215116   33.829608000000  -4.41883499999999962 0.13419     4  -21.774    6.79276  1.0000    0.880        2.057    0.0033     0     6.000     2.4     0    0.898    4.796    1.200     0
   1215187   33.767844000000  -4.40726300000000037 0.13691     4  -20.312    6.81103  1.0000    0.621        4.127    4.8702     0    15.000     3.9     0    3.921    9.381    1.800     0
   1215188   33.660935000000  -4.40597499999999975 0.12843     4  -19.942    6.39055  1.0000    3.528        0.128    0.0074     0     0.000     0.0     0    0.308    2.828    1.200     0
   1215195   33.764689000000  -4.40602900000000020 0.13603     4  -20.915    6.75658  1.0000    0.624        4.083    3.6689     0    14.000     3.7     0    2.261    7.071    1.200     0
   1215214   33.729722000000  -4.40310799999999958 0.13535     4  -19.388    6.69527  1.0000    0.531        5.649    1.7083     0    18.000     4.2     0    3.211    8.185    2.000     0
   1215222   33.255685000000  -4.40771300000000021 0.09374     4  -21.127    4.71545  1.0000    3.147        0.161    0.0089     0     0.000     0.0     0    0.203    2.828    1.000     0
   1215237   33.743062000000  -4.40346499999999974 0.13661     4  -19.540    6.75903  1.0000    0.460        7.520    6.6560     0    21.000     4.6     0    3.925    9.000    1.800     0
   1215238   33.981854000000  -4.40076999999999963 0.04106     3  -16.725    2.06994  1.0000    1.557        0.656    0.0490     0     0.000     0.0     0    1.189    5.568    1.200     0
   1215311   33.922268000000  -4.40085399999999982 0.13354     4 -999.900    6.58707  1.0000    0.948        1.771    0.1176     0     5.000     2.2     0    0.847    4.243    1.400     0
   1215324   33.919345000000  -4.40524700000000013 0.13334     4  -22.093    6.61996  1.0000    1.031        1.499    0.0661     0     4.000     2.0     0    0.750    3.742    1.400     0
   1215347   33.909070000000  -4.40163800000000016 0.13391     4  -21.251    6.61231  1.0000    1.128        1.250    0.0725     0     3.000     1.7     0    0.983    4.796    1.400     0
   1215372   33.673731000000  -4.39391200000000026 0.12832     4  -19.673    6.27297  1.0000    3.361        0.141    0.0086     0     0.000     0.0     0    0.317    2.828    1.200     0
   1215397   33.919478000000  -4.39195400000000014 0.13417     4  -19.448    6.53060  1.0000    1.002        1.586    0.0584     0     4.000     2.0     0    1.213    5.385    1.400     0
   1215423   33.995288000000  -4.39398999999999962 0.13526     4  -19.998    6.60188  1.0000    0.887        2.022    0.1203     0     5.000     2.2     0    1.341    5.831    1.200     0
   1215431   33.826216000000  -4.39167600000000036 0.15860     4  -19.589    7.67057  1.0000    2.642        0.228    0.0531     0     2.000     1.4     0    0.231    2.828    1.200     0
   1215439   33.697678000000  -4.39267300000000027 0.13871     4  -20.419    6.75147  1.0000    0.662        3.631    0.1442     0    15.000     3.9     0    7.742   11.705    3.000     0
   1215462   33.820002000000  -4.38875300000000035 0.13816     4  -19.912    6.68606  1.0000    0.715        3.113    0.3504     0     6.000     2.4     0    4.489   10.050    1.800     0
   1215494   33.928397000000  -4.38692700000000002 0.13290     4  -19.948    6.42242  1.0000    0.997        1.601    0.0630     0     5.000     2.2     0    0.548    3.000    1.200     0
   1215594   33.518579000000  -4.38390199999999997 0.09600     4  -20.281    4.65906  1.0000    3.755        0.113    0.0009     0     1.000     1.0     0    0.232    2.828    1.200     0
   1215849   33.898385000000  -4.36345399999999994 0.16059     4  -20.855    7.43682  1.0000    2.407        0.275    0.0151     0     2.000     1.4     0    0.687    4.000    1.000     0
   1215968   33.098882000000  -4.35739500000000035 0.14420     4  -21.127    6.64148  1.0000    5.204        0.059    0.0053     0     0.000     0.0     0    0.023    1.000    1.000     0
   1216223   33.845381000000  -4.33582300000000043 0.15121     4  -19.868    6.71701  1.0000    1.531        0.679    0.0765     0     1.000     1.0     0    2.038    7.141    1.600     0
   1216274   33.520499000000  -4.34009000000000000 0.02739     4  -17.989    1.26161  1.0000    8.378        0.200 -999.9000     2     0.000     0.0     0 -999.900 -999.900    1.000     1
   1216356   34.007909000000  -4.33116099999999982 0.15213     4  -21.410    6.70530  1.0000    0.907        1.936    0.1289     0     7.000     2.6     0    4.948    9.000    2.600     0
   1216464   33.760049000000  -4.32288899999999998 0.16498     4 -999.900    7.15090  1.0000    3.950        0.102    0.0080     0     0.000     0.0     0    0.107    2.000    1.000     0
   1216501   33.686240000000  -4.31865800000000011 0.13931     4  -21.936    6.03366  1.0000    1.206        1.095    0.0928     0     2.000     1.4     0    3.223    8.544    1.400     0
   1216559   33.553957000000  -4.31410599999999977 0.17842     4  -20.923    7.59536  1.0000    1.255        1.010    0.0281     0     2.000     1.4     0    0.990    6.325    1.400     0
   1216702   33.773611000000  -4.30492800000000031 0.15147     4  -19.900    6.39093  1.0000    1.301        0.940    0.0023     0     3.000     1.7     0    2.191    7.483    2.000     0
   1216791   33.760352000000  -4.29690700000000003 0.15111     4  -20.224    6.28888  1.0000    1.501        0.707    0.0057     0     2.000     1.4     0    0.796    5.385    1.000     0
   1216847   34.012738000000  -4.29318199999999983 0.15280     4  -19.555    6.31525  1.0000    0.586        4.641    0.3431     0    19.000     4.4     0    4.869    8.718    2.400     0
   1216865   33.550475000000  -4.29527600000000032 0.13860     4  -20.804    5.76938  1.0000    1.621        0.606    0.0523     0     0.000     0.0     0    3.368    9.327    1.800     0
   1216893   33.948096000000  -4.28924699999999959 0.06909     4  -18.354    2.89328  1.0000    2.420        0.272    0.0147     0     1.000     1.0     0    0.615    4.123    1.000     0
   1216906   33.987669000000  -4.28959400000000013 0.14885     4  -20.708    6.11950  1.0000    0.899        1.971    0.0083     0     6.000     2.4     0    0.604    3.606    1.200     0
   1216938   33.990318000000  -4.29076199999999996 0.14982     4  -21.270    6.17052  1.0000    0.779        2.620    0.0324     0    10.000     3.2     0    1.807    6.928    1.800     0
   1216971   33.916510000000  -4.28656599999999965 0.16954     4  -20.784    6.89802  1.0000   13.767        0.007 -999.9000     2     0.000     0.0     0 -999.900 -999.900    1.000     2
   1217037   33.760550000000  -4.28763499999999986 0.15193     4  -22.184    6.22010  1.0000    1.484        0.723    0.0148     0     3.000     1.7     0    1.638    6.856    1.400     0
   1217047   33.692419000000  -4.27998999999999974 0.12836     4  -20.105    5.21412  1.0000    2.695        0.219    0.0179     0     0.000     0.0     0    0.211    2.449    1.000     0
   1217066   33.143599000000  -4.27899999999999991 0.04164     4  -16.768    1.72329  1.0000    2.892        0.107 -999.9000     2     0.000     0.0     0 -999.900 -999.900    1.200     1
   1217188   33.761264000000  -4.28119099999999975 0.08316     4  -21.382    3.42209  1.0000    4.419        0.027 -999.9000     2     0.000     0.0     0    0.207    2.236    1.200     0
   1217285   33.989727000000  -4.26453699999999980 0.14866     4  -19.730    5.84311  1.0000    0.815        2.396    0.2246     0     9.000     3.0     0    0.863    3.742    1.400     0
   1217308   33.128962000000  -4.26216900000000010 0.15237     4  -19.580    5.95755  1.0000    3.675        0.118    0.0091     0     1.000     1.0     0    0.233    2.646    1.200     0
   1217316   33.211761000000  -4.26527999999999974 0.15248     4  -20.956    5.99595  1.0000    3.400        0.138    0.0110     0     0.000     0.0     0    0.088    2.646    1.000     0
   1217373   33.893918000000  -4.26203899999999969 0.15162     4  -20.729    5.92767  1.0000    1.097        1.322    0.1307     0     1.000     1.0     0    3.562    8.124    2.200     0
   1217464   33.699105000000  -4.25534199999999974 0.15287     4  -20.690    5.90110  1.0000    1.811        0.485    0.4807     0     4.000     2.0     0    0.772    5.916    1.000     0
   1217552   34.019856000000  -4.24938000000000038 0.15508     4  -20.574    5.91631  1.0000    0.384       10.783    0.9832     0    13.000     3.6     0    1.135    4.796    1.600     0
   1217574   34.019222000000  -4.25257099999999966 0.15040     4  -20.567    5.77911  1.0000    0.409        9.521    0.3648     0    16.000     4.0     0    1.817    6.928    1.400     0
   1217615   33.308181000000  -4.24359700000000029 0.13363     4  -19.377    5.06890  1.0000    4.228        0.089    0.0085     0     0.000     0.0     0    0.030    2.646    1.000     0
   1217632   33.599654000000  -4.24533999999999967 0.17826     4  -20.883    6.71049  1.0000    1.054        1.433    0.0867     0     3.000     1.7     0    1.225    6.481    1.400     0
   1217819   33.604484000000  -4.23268000000000022 0.17888     4 -999.900    6.57053  1.0000    1.181        1.141   10.0741     0     4.000     2.0     0    0.885    5.657    1.000     0
   1217849   33.988179000000  -4.22764499999999988 0.15485     4  -20.490    5.66529  1.0000    0.484        6.801    0.5599     0    13.000     3.6     0    1.016    5.099    1.400     0
   1217936   33.860724000000  -4.22346199999999961 0.15151     4  -20.593    5.50193  1.0000    0.998        1.598    0.3860     0     5.000     2.2     0    2.504    7.071    1.600     0
   1217996   33.963962000000  -4.22164099999999998 0.15109     3  -19.895    5.46747  1.0000    0.784        2.588    0.0478     0    14.000     3.7     0    3.237    7.746    1.800     0
   1218052   33.178616000000  -4.21561400000000042 0.05603     4  -18.414    2.04938  1.0000    3.701        0.076 -999.9000     2     1.000     1.0     0    0.398    4.000    1.200     0
   1218206   33.905310000000  -4.20885399999999965 0.14821     4  -21.432    5.23026  1.0000    1.029        1.505    0.1419     0     4.000     2.0     0    0.380    3.000    1.200     0
   1218247   33.738972000000  -4.20389000000000035 0.15189     4  -20.220    5.30106  1.0000    1.347        0.877    0.1441     0     3.000     1.7     0    1.543    6.557    1.400     0
   1218285   33.919238000000  -4.20546799999999976 0.17795     5  -22.268    6.19106  1.0000    0.372       11.493    0.8416     0     8.000     2.8     0    2.788    6.403    2.000     0
   1218330   33.904472000000  -4.20305399999999985 0.17675     4  -21.381    6.12024  1.0000    0.356       12.582    2.0743     0     8.000     2.8     0    1.226    5.000    1.400     0
   1218338   33.965409000000  -4.19973699999999983 0.15756     4  -20.985    5.44416  1.0000    0.835        2.283    0.1752     0     5.000     2.2     0    0.004    1.000    1.000     0
   1218347   33.726645000000  -4.20478000000000041 0.17847     4  -21.628    6.19943  1.0000    1.537        0.674    0.0655     0     2.000     1.4     0    2.183    6.557    1.600     0
   1218371   33.906626000000  -4.19542600000000032 0.17802     4  -20.403    6.06527  1.0000    0.257       24.010    3.0943     0     8.000     2.8     0    2.945    6.557    2.000     0
   1218459   33.526577000000  -4.19662799999999958 0.15377     4  -21.946    5.28353  1.0000    1.719        0.539    0.0334     0     3.000     1.7     0    1.535    5.916    2.000     0
   1218498   34.012217000000  -4.19153000000000020 0.15192     4  -20.820    5.16646  1.0000    0.484        6.787    0.5715     0    16.000     4.0     0    4.779    8.602    2.400     0
   1218524   33.917355000000  -4.18703800000000026 0.17581     4  -21.094    5.88725  1.0000    0.259       23.758    0.2047     0     8.000     2.8     0    0.174    2.646    1.000     0
   1218738   33.523684000000  -4.17587699999999984 0.15416     4  -20.935    5.06582  1.0000    1.575        0.641    0.0976     0     3.000     1.7     0    1.086    4.899    1.400     0
   1218777   33.161203000000  -4.17350900000000014 0.15600     4  -21.068    5.09742  1.0000    3.620        0.121    0.0133     0     0.000     0.0     0    0.091    3.317    1.000     0
   1218779   33.688320000000  -4.17091800000000035 0.15356     4  -20.945    4.99205  1.0000    1.518        0.690    0.0668     0     2.000     1.4     0    1.318    6.557    1.600     0
   1218785   33.232704000000  -4.17771700000000035 0.05614     4  -19.664    1.89603  1.0000    3.942        0.089 -999.9000     2     1.000     1.0     0 -999.900 -999.900    1.200     1
   1218936   34.019242000000  -4.16944599999999976 0.13621     4  -22.030    4.43228  1.0000    2.508        0.253    0.0170     0     0.000     0.0     0    0.473    5.916    1.000     0
   1218965   33.862741000000  -4.16679499999999958 0.14990     4  -21.887    4.83271  1.0000    0.646        3.809    0.2121     0     5.000     2.2     0    0.724    4.690    1.200     0
   1218971   33.746929000000  -4.16119899999999987 0.17842     4  -21.289    5.64060  1.0000    1.248        1.021    0.0113     0     2.000     1.4     0    2.353    6.481    1.400     0
   1218973   33.870188000000  -4.16354399999999991 0.17712     4  -20.656    5.63118  1.0000    0.668        3.571    0.3390     0     9.000     3.0     0    2.747    6.245    2.000     0
   1218984   33.900723000000  -4.15840099999999957 0.17875     4 -999.900    5.61481  1.0000    0.437        8.340    0.6266     0     9.000     3.0     0    2.221    6.403    1.600     0
   1219017   33.886167000000  -4.16138299999999983 0.15147     4  -20.417    4.82230  1.0000    0.733        2.965    0.5549     0     5.000     2.2     0    2.443    7.141    1.600     0
   1219025   33.938333000000  -4.15643799999999963 0.17767     4  -20.769    5.55743  1.0000    0.639        3.895    0.2974     0     8.000     2.8     0    2.828    6.245    1.800     0
   1219030   33.949003000000  -4.15927600000000020 0.12835     4  -20.360    4.08964  1.0000    3.385        0.139    0.0223     0     0.000     0.0     0    0.204    2.449    1.000     0
   1219126   33.747020000000  -4.15158299999999958 0.17835     4  -20.193    5.51560  1.0000    1.140        1.225    0.0004     0     2.000     1.4     0    2.433    6.481    1.400     0
   1219228   33.934885000000  -4.15684300000000029 0.17838     4  -22.390    5.58382  1.0000    0.611        4.267    0.4480     0     8.000     2.8     0    2.687    6.403    1.800     0
   1219270   33.737924000000  -4.14299299999999970 0.15246     4  -19.831    4.65065  1.0000    1.394        0.820    0.0369     0     3.000     1.7     0    1.010    6.481    1.000     0
   1219497   33.609493000000  -4.13596800000000009 0.04110     4  -17.964    1.26610  1.0000    2.545        0.199 -999.9000     2     0.000     0.0     0 -999.900 -999.900    1.000     1
   1219503   33.271471000000  -4.13627699999999976 0.16590     4  -21.645    4.96389  1.0000    2.707        0.217    0.0051     0     0.000     0.0     0    0.431    3.606    1.000     0
   1219546   33.879889000000  -4.13417700000000021 0.15112     4  -20.647    4.51499  1.0000    0.860        2.153    0.9126     0     6.000     2.4     0    1.667    6.481    1.400     0
   1219920   33.873296000000  -4.11818099999999987 0.14801     4  -22.641    4.25458  1.0000    2.072        0.371    0.0156     0     2.000     1.4     0    0.328    2.000    1.200     0
   1220247   33.726096000000  -4.09227800000000030 0.13689     4  -20.723    3.68910  1.0000    1.525        0.684    0.0429     0     2.000     1.4     0    1.422    7.416    1.400     0
   1220302   33.851479000000  -4.08774600000000010 0.16122     4  -20.061    4.26623  1.0000    2.728        0.214    0.0130     0     1.000     1.0     0    0.505    4.123    1.200     0
   1220391   33.894842000000  -4.09345599999999976 0.03409     4  -18.464    0.94438  1.0000    3.735        0.357 -999.9000     2     0.000     0.0     1 -999.900 -999.900    1.200     1
   1220426   33.796931000000  -4.08008500000000041 0.16200     4  -19.890    4.19697  1.0000    3.158        0.160    0.0113     0     2.000     1.4     0    0.373    3.000    1.400     0
   1220470   33.781722000000  -4.07997399999999999 0.17706     4  -20.741    4.56866  1.0000    0.896        1.983    0.1374     0     6.000     2.4     0    2.670    6.245    2.000     0
   1220475   33.750708000000  -4.07835199999999976 0.13728     3  -19.585    3.56088  1.0000    1.470        0.737    0.0374     0     3.000     1.7     0    1.843    8.307    1.600     0
   1220521   33.625956000000  -4.07742800000000027 0.15336     4  -20.518    3.95204  1.0000    1.679        0.564    0.0452     0     0.000     0.0     0    1.080    5.477    1.400     0
   1220557   33.469800000000  -4.07872400000000024 0.15376     4  -21.562    3.97625  1.0000    1.727        0.534    0.0359     0     0.000     0.0     0    1.233    5.000    1.600     0
   1220593   33.792167000000  -4.07459699999999980 0.17735     4  -21.450    4.50746  1.0000    0.776        2.640    0.2174     0     8.000     2.8     0    3.299    6.481    2.200     0
   1220618   33.794562000000  -4.08063199999999959 0.16169     4  -22.398    4.19538  1.0000    3.387        0.139    0.0137     0     0.000     0.0     0    0.129    2.646    1.000     0
   1220695   33.630164000000  -4.06664099999999973 0.17238     4  -20.209    4.28813  1.0000   14.641        0.017 -999.9000     2     0.000     0.0     0 -999.900 -999.900    1.000     2
   1220700   33.727891000000  -4.06602800000000020 0.15187     4  -20.361    3.79027  1.0000    1.841        0.470    0.0428     0     0.000     0.0     0    0.899    5.568    1.200     0
   1220704   33.419525000000  -4.06719499999999989 0.06827     4  -18.435    1.74409  1.0000    3.501        0.105 -999.9000     2     0.000     0.0     0 -999.900 -999.900    1.000     1
   1220731   33.664625000000  -4.06723000000000035 0.14428     4  -20.077    3.61994  1.0000    3.806        0.024 -999.9000     2     1.000     1.0     0    0.059    2.449    1.000     0
   1220773   33.746791000000  -4.06932000000000027 0.12926     4  -20.879    3.27463  1.0000    4.169        0.030 -999.9000     2     1.000     1.0     0    0.627    2.449    1.400     0
   1220859   33.783503000000  -4.05880400000000030 0.17888     3  -21.220    4.34218  1.0000    0.841        2.249    0.1487     0     7.000     2.6     0    2.528    6.557    1.800     0
   1220952   33.763798000000  -4.06538600000000017 0.12934     5 -999.900    3.23969  1.0000    2.121        0.354    0.0084     0     2.000     1.4     0    0.603    2.449    1.400     0
   1221136   34.024834000000  -4.04268800000000006 0.15154     4  -19.711    3.52711  1.0000    1.633        0.597    0.0053     0     0.000     0.0     0    1.387    6.481    1.000     0
   1221211   33.217494000000  -4.04053500000000021 0.15371     4  -20.603    3.55195  1.0000    2.637        0.229    0.0196     0     0.000     0.0     0    0.270    3.873    1.000     0
   1221245   33.287786000000  -4.04122900000000040 0.12770     4  -20.038    2.97615  1.0000    4.344        0.036 -999.9000     2     0.000     0.0     0    0.013    1.414    1.000     0
   1221282   33.856693000000  -4.03746799999999961 0.17899     4  -20.974    4.07115  1.0000    0.404        9.748    0.3789     0     8.000     2.8     0    2.344    6.481    1.800     0
   1221315   33.498403000000  -4.03408000000000033 0.15385     4  -19.975    3.48336  1.0000    1.601        0.621    0.0610     0     1.000     1.0     0    1.372    5.099    1.600     0
   1221373   33.727806000000  -4.03646399999999961 0.14760     4  -21.663    3.37235  1.0000    3.860        0.028 -999.9000     2     0.000     0.0     0    0.139    1.732    1.000     0
   1221435   33.829032000000  -4.02747299999999964 0.17875     4  -20.965    3.93792  1.0000    0.401        9.920    0.4535     0     9.000     3.0     0    2.946    6.633    2.000     0
   1221491   33.547767000000  -4.02384499999999967 0.05292     4  -18.964    1.18749  1.0000    4.068        0.226 -999.9000     2     0.000     0.0     0 -999.900 -999.900    1.000     1
   1221534   33.859692000000  -4.02267200000000003 0.14187     4  -20.724    3.10464  1.0000    1.841        0.470    0.0349     0     0.000     0.0     0    0.108    3.873    1.000     0
   1221604   33.851941000000  -4.02581699999999998 0.17762     4  -21.793    3.89306  1.0000    0.417        9.145    1.2334     0     8.000     2.8     0    3.404    6.325    2.000     0
   1221606   33.774488000000  -4.02128700000000006 0.13733     4  -20.789    2.99468  1.0000    1.167        1.168    0.0914     0     2.000     1.4     0    1.471    7.550    1.400     0
   1221684   33.084513000000  -4.01357300000000006 0.09503     4  -19.567    2.03990  1.0000    1.477        0.730    0.0628     0     2.000     1.4     0    1.109    3.606    1.600     0
   1221720   33.849750000000  -4.03932300000000044 0.01428     4 -999.900    0.33980  1.0000    2.871        2.757 -999.9000     2     0.000     0.0     1 -999.900 -999.900    1.000     1
   1221865   33.935134000000  -4.00587499999999963 0.17751     4  -20.304    3.63707  1.0000    1.074        1.381    0.1195     0     3.000     1.7     0    2.656    6.325    1.800     0
   1221894   33.690894000000  -4.00569400000000009 0.16216     4  -21.192    3.33302  1.0000    4.457        0.029 -999.9000     2     0.000     0.0     0    0.097    1.000    1.000     0
   1222432   33.456977000000  -3.97068500000000002 0.14983     4  -20.114    2.71032  1.0000    3.950        0.043 -999.9000     2     0.000     0.0     0    0.119    1.414    1.000     0
   1222770   33.134109000000  -3.96508100000000008 0.09426     4  -20.082    1.68949  1.0000    1.399        0.813    0.0758     0     2.000     1.4     0 -999.900 -999.900    1.600     1
   1222788   33.943322000000  -3.94950899999999994 0.09486     4  -18.717    1.59203  1.0000    4.430        0.126 -999.9000     2     0.000     0.0     0 -999.900 -999.900    1.200     1
   1223026   33.154844000000  -3.94135500000000016 0.16532     4  -21.495    2.63066  1.0000    1.552        0.660    0.0580     0     3.000     1.7     0    1.108    4.000    1.600     0
   1223044   33.797780000000  -3.93359000000000014 0.13594     4  -19.669    2.10224  1.0000    0.893        1.996    0.1916     0     6.000     2.4     0    0.566    4.583    1.000     0
   1223112   33.755244000000  -3.93529499999999999 0.17795     4  -21.900    2.74555  1.0000    1.497        0.710    0.0627     0     2.000     1.4     0    2.162    6.083    1.400     0
   1223129   33.721831000000  -3.92814100000000010 0.13926     4  -19.507    2.09704  1.0000    0.354       12.679    0.9693     0    13.000     3.6     0    2.794    7.746    2.200     0
   1223163   33.705855000000  -3.92967200000000005 0.14039     4  -21.433    2.12900  1.0000    0.525        5.777    0.4003     0    12.000     3.5     0    1.263    4.899    1.200     0
   1223223   33.224170000000  -3.93661500000000020 0.09478     4  -21.114    1.50132  1.0000    1.815        0.141 -999.9000     2     3.000     1.7     0 -999.900 -999.900    1.400     1
   1223225   33.693503000000  -3.94186900000000007 0.13929     5  -23.174    2.23581  1.0000    0.677        3.475    0.3079     0    11.000     3.3     0    2.604    7.681    2.200     0
   1223235   33.673329000000  -3.92282300000000017 0.13918     4  -19.929    2.04231  1.0000    0.578        4.769    0.0557     0    14.000     3.7     0    2.772    7.550    2.200     0
   1223279   33.564917000000  -3.91845299999999996 0.14078     4  -20.126    2.02045  1.0000    1.328        0.903    0.0262     0     1.000     1.0     0    0.850    5.099    1.400     0
   1223315   33.665969000000  -3.91812000000000005 0.13534     4  -20.706    1.94177  1.0000    0.816        2.388    0.1694     0     8.000     2.8     0 -999.900 -999.900    1.200     1
   1223346   33.509763000000  -3.91312799999999994 0.17833     4  -20.380    2.46783  1.0000    3.142        0.052 -999.9000     2     1.000     1.0     0    0.554    4.899    1.200     0
   1223390   33.129977000000  -3.91131500000000010 0.16472     4  -20.448    2.26573  1.0000    1.763        0.512    0.0473     0     3.000     1.7     0    0.691    3.742    1.200     0
   1223395   33.558768000000  -3.91229100000000019 0.06881     4  -18.748    0.97348  1.0000    3.442        0.336 -999.9000     2     0.000     0.0     1 -999.900 -999.900    1.200     1
   1223478   33.485006000000  -3.90650100000000000 0.14979     4  -19.571    2.01587  1.0000    4.223        0.078 -999.9000     2     0.000     0.0     0    0.151    1.414    1.200     0
