     cataidGAMA  gama_z   logMstarGAMA    dellogm     neff
     5341748     0.0354     8.1500     0.1535    39.24
     5341752     0.1901    10.0186     0.1173    22.45
     5341755     0.2423    10.4579     0.0786    26.53
     5341756     0.1834    11.2424     0.0944     2.00
     5341760     0.0768     8.9149     0.1268   101.90
     5341762     0.2446    10.3663     0.3063    48.30
     5341770     0.0874     8.9082     0.1291    45.14
     5341777     0.0954    10.0441     0.1047     3.97
     5341779     0.2911    10.1782     0.0938    44.94
     5341787     0.1364    10.1343     0.0688     6.00
     5341788     0.3302    10.5972     0.0611    41.59
     5341789     1.4965        nan        nan      nan
     5341790     0.3309    11.0111     0.1332     5.05
     5341792     0.1415     9.7398     0.1337    82.81
     5341811     0.2933    10.9238     0.0335     2.57
     5341815     0.3688    10.8517     0.0675     9.36
     5341820     0.1505     9.6777     0.1531    61.82
     5341821     0.4185    11.2494     0.0495     4.39
     5341824     0.2201    10.3961     0.0005     1.00
     5341833     0.2390    10.4987     0.0718    21.03
     5341836     0.4142    11.0004     0.0472     9.40
     5341849     0.2587    11.0716     0.0193     1.64
     5341854     0.0379     8.6661     0.0927    19.07
     5341857     0.1842    10.4895     0.0765     4.52
     5341861     0.0771    10.5020     0.0007     1.00
     5341862     0.1996    11.2742     0.0010     1.05
     5341865     0.2937    10.9362     0.0419    15.13
     5341878     0.0843    10.2984     0.0382     2.12
     5341891     0.1957    10.2944     0.0914    12.54
     5341893     0.2325    10.0092     0.0919   106.59
     5341897     0.0770     8.9884     0.1341    47.40
     5341902     0.2503    10.9432     0.0504     2.08
     5341903     0.0902     9.0330     0.1160   206.22
     5341908     0.4195    11.0934     0.0407     1.60
     5341915     0.0380     8.7106     0.0810    14.51
     5341917     0.4713    11.4736     0.0302    10.12
     5341920     0.1848     9.7631     0.0997   156.94
     5341926     0.1852    10.3146     0.1088    12.68
     5341943     0.2199     9.8655     0.0967   200.88
     5341965     0.1867    10.5364     0.0326     1.82
     5341967     0.0532     9.3248     0.1316     1.63
     5341980     0.2175    10.3977     0.0851     2.37
     5341982     0.0382    10.0302     0.0068     1.01
     5341986     0.4135    11.3281     0.0447     4.90
     5341993     0.0380     8.1580     0.1415    88.69
     5341999     0.1386     9.9279     0.1322    29.43
     5342003     0.1844     9.8794     0.0844   164.04
     5342009     0.2186        nan        nan      nan
     5342017     0.3154    10.8582     0.0348     1.84
     5342036     0.0547     8.8297     0.1243    12.52
     5342050     0.2194    10.4328     0.0761    12.51
     5342051     0.1868     9.6926     0.0970   230.06
     5342053     0.0538     8.5535     0.1199    55.20
     5342056     0.1868    10.8813     0.0292     1.34
     5342060     0.1797    10.5002     0.1507     8.33
     5342065     0.2335    11.0303     0.1024     4.48
     5342072     0.1394    10.5214     0.0906     2.04
     5342082     0.2865    10.8770     0.0680    16.46
     5342089     0.1390     9.8157     0.1156    42.27
     5342100     0.2331    10.9559     0.0643     3.49
     5342120     0.1867    10.6858     0.0393     2.51
     5342123     0.3120    10.9080     0.1011     7.12
     5342124     0.1365    10.6419     0.0352     1.13
     5342149     0.2947    10.7147     0.0483     5.17
     5342151     0.1987     9.9744     0.0988    89.66
     5342165     0.1036     9.1122     0.0975   191.36
     5342167     0.3117    10.5479     0.1440     1.77
     5342169     0.2609    10.6405     0.0700     9.59
     5342184     0.3987    10.4653     0.0849    16.15
     5342195     0.3118    10.9732     0.0495     9.21
     5342222     0.3513    11.0106     0.0255     1.67
     5342231     0.1866    10.3633     0.0767    24.92
     5342241     0.2708    10.6410     0.0718    16.23
     5342245     0.2480    11.1379     0.0830     1.43
     5342251     1.7371        nan        nan      nan
     5342256     0.2357    10.4030     0.0898    30.62
     5342257     0.1882     9.6218     0.1001   187.07
     5342266     0.1872     9.9683     0.0815    49.83
     5342273     0.4854    11.1541     0.0736     3.77
     5342274     0.0834    10.0992     0.0128     1.98
     5342276     0.4485    11.1776     0.0556     9.38
     5342278     0.0381     9.4944     0.0327     1.43
     5342290     0.2408    10.1074     0.0900   116.22
     5342299     0.2711    11.1768     0.0163     1.03
     5342300     0.1448    10.7556     0.0014     1.00
     5342309     0.2710    10.5573     0.1030     4.88
     5342311     0.1864    10.7297     0.0291     2.02
     5342319     0.2400    10.4327     0.1605    47.52
     5342322     0.1274     9.4839     0.1305    36.86
     5342323     0.2018    10.9775     0.0580     1.68
     5342325     0.2523     9.8584     0.0970   159.44
     5342339     0.4487    11.3809     0.0454     3.36
     5342348     0.0881     9.0583     0.1328    43.74
     5342357     0.2395    10.1028     0.0885   112.79
     5342359     0.1853    10.5450     0.0544     2.06
     5342361     0.1716    10.4871     0.0731     6.69
     5342363     0.1957    10.0734     0.0942    87.07
     5342370     0.0377    10.2879     0.0090     1.31
     5342372     0.2354    10.9546     0.0831     3.41
     5342373     0.1318    10.3651     0.0015     1.00
     5342380     0.2873    11.1780     0.2711     1.96
     5342388     0.1930     9.8933     0.0900   178.06
     5342391     0.1956    10.5120     0.0937     6.73
     5342396     0.4807    10.0172     0.1760     1.07
     5342397     0.3824    11.1588     0.0564     4.10
     5342399     0.1834    10.8218     0.0056     1.03
     5342404     0.1954    10.5944     0.0538     2.54
     5342407     0.4169    11.1041     0.0397     1.02
     5342409     0.0952     9.1963     0.1178    44.07
     5342410     0.1879    10.5320     0.0890     2.58
     5342415     0.1591    10.6416     0.0524     3.23
     5342418     0.4823    10.2944     0.4375     2.12
     5342430     0.1505    10.2792     0.0595     3.32
     5342434     0.2072    10.2061     0.0742    56.27
     5342436     0.1709     8.9253     0.1314     3.11
     5342437     0.1704    11.2019     0.0124     1.02
     5342440     0.4827    10.1007     0.0083     1.00
     5342445     0.1858    11.1032     0.0587     1.85
     5342447     0.4651    11.3453     0.0305     4.99
     5342458     0.1868    11.0107     0.0412     3.26
     5342460     0.1699    10.7615     0.0808     1.81
     5342467     0.1189    10.7976     0.0000     1.00
     5342474     0.1855    10.3306     0.0637     8.61
     5342477     0.2501    10.9054     0.0708     1.28
     5342484     0.1883    10.5397     0.1246    12.59
     5342488     0.1993    10.1575     0.0892    20.47
     5342493     0.1505    10.3196     0.0545     6.02
     5342508     0.1883    10.5248     0.0488     6.91
     5342516     0.2019    10.1753     0.1152    73.70
     5342517     0.1175     9.8928     0.1232     4.35
     5342535     0.1272     9.3697     0.1555     4.26
     5342536     0.1868     9.9914     0.1245     9.24
     5342545     0.1882    10.5904     0.1253     4.34
     5342552     0.0540     8.4860     0.1398   129.18
     5342558     0.1380     9.5322     0.1176     9.98
     5342563     0.1381    10.6229     0.0813     5.09
     5342573     0.2529    10.1206     0.1133    90.82
     5342582     0.3115    10.5015     0.0780    14.80
     5342583     0.1702     9.5445     0.1357   104.58
     5342590     0.1913    10.5857     0.1276     8.95
     5342597     0.3289    10.6221     0.0702    30.90
     5342598     0.0900     9.1263     0.1086   155.48
     5342602     0.1027     9.9407     0.0125     1.02
     5342606     0.0384     9.6061     0.0204     1.13
     5342611     0.2396    10.9862     0.0839     2.51
     5342613     0.1704    10.0402     0.0928    69.21
     5342615     0.0847    10.2250     0.0235     1.61
     5342616     0.0538     8.7716     0.1297    14.15
     5342617     0.1727    10.4246     0.1529    11.71
     5342624     0.2235    10.3690     0.0881    21.34
     5342628     0.1850    10.5871     0.2131     3.11
     5342631     0.1711    10.4760     0.2275     6.56
     5342641     0.2514     9.7960     0.1203    12.30
     5342646     0.2711    10.0956     0.0910    12.74
     5342651     0.1271     9.8517     0.1039    23.13
     5342653     0.2705    10.6740     0.0802    55.01
     5342665     0.0843     9.6123     0.0673     1.01
     5342666     0.2527    10.6410     0.0745    25.37
     5342680     0.1889    10.0735     0.1089    17.93
     5342686     0.1860    10.9138     0.0002     1.00
     5342691     0.2459    10.7436     0.1155     5.38
     5342696     0.2324    10.4192     0.0765     6.26
     5342699     0.3304    10.6029     0.0606    49.90
     5342709     0.0387     9.1553     0.0899     1.22
     5342711     0.4496    11.1559     0.0420     2.57
     5342714     0.1658     9.2632     0.1179    97.23
     5342715     0.2356    10.4683     0.0334     7.28
     5342719     0.1652     9.9325     0.1061    39.45
     5342725     0.2182    10.6280     0.0843    11.32
     5342727     0.1689    10.1746     0.0811     4.14
     5342728     0.0839     9.0919     0.1151   116.64
     5342731     0.0383     7.9492     0.1626    63.52
     5342735     0.1030    10.8007     0.0001     1.00
     5342741     0.1874    10.5964     0.1119     3.95
     5342743     0.2709    10.7088     0.0634    14.88
     5342745     0.1126    10.4359     0.0374     2.93
     5342752     0.1381     9.9295     0.0596    17.34
     5342755     0.3307    11.2365     0.1224     3.25
     5342758     0.1861    10.6163     0.1065     1.06
     5342762     0.2359    10.5481     0.0440     3.88
     5342765     0.1713    10.8601     0.0831     2.75
     5342777     0.2505    10.1415     0.1558     9.91
     5342779     0.4747    11.2721     0.0589     3.20
     5342787     0.1953    10.5667     0.0397     2.38
     5342795     0.1717    10.6186     0.0200     1.12
     5342800     0.1711     9.6528     0.1002   271.07
     5342802     0.1857     9.6897     0.0995   226.00
     5342804     0.0625     8.8873     0.1135    62.41
     5342807     0.0843    10.0236     0.0133     1.01
     5342812     0.1711     9.7390     0.1035   258.91
     5342827     0.1681    10.8691     0.0293     2.56
     5342829     0.3349    10.6584     0.0697    38.41
     5342830     0.0914     9.3748     0.1005    21.51
     5342837     0.1698     9.6754     0.1104   314.55
     5342838     0.1173     9.0708     0.1052    12.68
     5342839     0.3415    11.0433     0.0712     9.60
     5342861     0.4613    11.0530     0.1022     1.42
     5342873     0.0621    10.8393     0.0000     1.00
     5342879     0.2214    10.4855     0.0916    35.81
     5342881     0.1831     9.5078     0.1034    74.25
     5342883     0.1492    10.2950     0.2100     1.56
     5342892     0.3153    10.5122     0.0719    26.47
     5342894     0.4197    11.2963     0.0391     3.66
     5342903     0.3308    10.6020     0.0675     3.55
     5342908     0.1704    10.2859     0.0971    17.25
     5342919     0.1873    10.8596     0.0320     1.26
     5342926     0.0886     9.7177     0.1161     8.21
     5342936     0.3125    10.6784     0.0891    14.08
     5342940     0.1866    10.4618     0.1088     3.32
     5342950     0.3166    10.3835     0.0781    74.20
     5342953     0.1655    10.6692     0.0144     1.53
     5342954     0.1834    10.0322     0.0014     1.00
     5342955     0.1867    10.7338     0.0608     5.34
     5342956     0.1846    10.1593     0.0619     1.22
     5342958     0.1379    10.5130     0.0354     3.50
     5342965     0.4002    11.0288     0.0329     4.10
     5342969     0.1710    10.6877     0.0243     1.14
     5342971     0.1271    10.2400     0.0435     1.35
     5342972     0.1757    10.9356     0.0088     1.09
     5342973     0.1719    10.2415     0.0618    12.05
     5342987     0.0619     9.0273     0.3133     1.76
     5342988     0.1654    10.5587     0.1327     6.02
     5342992     2.2759        nan        nan      nan
     5342993     0.1963     9.9166     0.1087    67.76
     5343008     0.3849    11.0792     0.0431    10.65
     5343009     0.1867    10.4651     0.1084    11.66
     5343014     0.2609    10.7760     0.0770    24.31
     5343024     0.3169    10.8348     0.0638    23.78
     5343027     0.5939    10.9044     0.1335     5.90
     5343029     0.1656    10.3245     0.0895     5.54
     5343038     0.1975    11.1802     0.0020     1.00
     5343043     0.1657    10.5886     0.1223     3.89
     5343048     0.4219    10.7916     0.0658    11.22
     5343051     0.0381     9.5408     0.0000     1.00
     5343065     0.0625     9.5381     0.0997     5.95
     5343066     0.5053    11.1731     0.1024     1.06
